         10x4P-LH                 (10x4P-LH.dat)                                                                                                                                    
         v2022-0915                                                                                                                                                                 
         Simulation Date: 09/23/2022                                                                                                                                                
                                                                                                                                                                                    
         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                                                                                                                         
                                                                                                                                                                                    
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                              
                                                                                                                                                                                    
         DEFINITIONS: (Underwater)                                                                                                                                                  
         J=V/nD (advance ratio)                                                                                                                                                     
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                                    
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                                     
         Pe=Ct*J/Cp (efficiency)                                                                                                                                                    
         V  (model speed in MPH)                                                                                                                                                    
         Vtip (tip speed, fps)                                                                                                                                                      
         Reyn (at 75% of span)                                                                                                                                                      
         FOM (Figure of Merit)                                                                                                                                                      
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        100                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
        1.17      0.4112      0.4897      0.0297      0.0249       0.004       0.928       0.694       3.293       0.105       3.088      95.621       13.20      53285.    0.1637  
        1.22      0.4308      0.4746      0.0261      0.0237       0.004       0.881       0.610       3.128       0.100       2.714      88.461       13.21      53362.    0.1420  
        1.28      0.4504      0.4524      0.0224      0.0223       0.004       0.831       0.525       2.951       0.094       2.334      80.645       13.22      53443.    0.1200  
        1.34      0.4700      0.4213      0.0187      0.0209       0.004       0.778       0.438       2.762       0.088       1.950      71.974       13.24      53526.    0.0979  
        1.39      0.4896      0.3791      0.0150      0.0194       0.003       0.722       0.351       2.562       0.082       1.562      62.171       13.25      53612.    0.0757  
        1.45      0.5091      0.3224      0.0113      0.0178       0.003       0.662       0.264       2.351       0.075       1.172      50.838       13.26      53701.    0.0536  
        1.50      0.5287      0.2461      0.0075      0.0161       0.003       0.600       0.175       2.128       0.068       0.780      37.376       13.27      53792.    0.0322  
        1.56      0.5483      0.1423      0.0037      0.0143       0.003       0.534       0.087       1.895       0.060       0.387      20.835       13.29      53885.    0.0126  
        1.61      0.5679     -0.0047     -0.0001      0.0125       0.002       0.464      -0.002       1.647       0.052      -0.011      -0.662       13.30      53976.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        400                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.0876      0.0326       0.014       2.156       3.643      10.204       0.244      16.205     161.949       17.45      69622.    0.6351  
        0.07      0.0196      0.0514      0.0858      0.0327       0.014       2.164       3.568      10.241       0.244      15.872     158.030       17.45      69662.    0.6133  
        0.15      0.0392      0.1003      0.0839      0.0328       0.014       2.170       3.489      10.269       0.245      15.520     154.116       17.45      69704.    0.5914  
        0.22      0.0588      0.1467      0.0819      0.0328       0.014       2.173       3.406      10.284       0.246      15.150     150.216       17.46      69748.    0.5696  
        0.30      0.0784      0.1905      0.0798      0.0328       0.014       2.174       3.319      10.287       0.246      14.761     146.329       17.46      69795.    0.5477  
        0.37      0.0980      0.2318      0.0776      0.0328       0.014       2.171       3.227      10.274       0.245      14.353     142.457       17.46      69844.    0.5258  
        0.45      0.1176      0.2707      0.0753      0.0327       0.014       2.165       3.131      10.246       0.245      13.926     138.598       17.47      69897.    0.5038  
        0.52      0.1372      0.3070      0.0729      0.0326       0.014       2.155       3.030      10.201       0.244      13.480     134.752       17.47      69952.    0.4820  
        0.59      0.1568      0.3409      0.0703      0.0324       0.014       2.142       2.926      10.137       0.242      13.014     130.917       17.48      70010.    0.4601  
        0.67      0.1764      0.3723      0.0677      0.0321       0.013       2.124       2.817      10.054       0.240      12.530     127.087       17.48      70070.    0.4382  
        0.74      0.1960      0.4012      0.0650      0.0318       0.013       2.103       2.704       9.951       0.238      12.028     123.258       17.49      70134.    0.4164  
        0.82      0.2156      0.4276      0.0622      0.0314       0.013       2.077       2.587       9.827       0.235      11.509     119.422       17.49      70201.    0.3947  
        0.89      0.2352      0.4514      0.0593      0.0309       0.013       2.046       2.467       9.682       0.231      10.974     115.569       17.50      70271.    0.3729  
        0.97      0.2548      0.4726      0.0563      0.0304       0.013       2.011       2.343       9.515       0.227      10.422     111.689       17.51      70344.    0.3512  
        1.04      0.2744      0.4911      0.0533      0.0298       0.013       1.970       2.216       9.325       0.223       9.855     107.766       17.52      70420.    0.3296  
        1.11      0.2940      0.5067      0.0501      0.0291       0.012       1.925       2.085       9.111       0.218       9.273     103.786       17.53      70499.    0.3079  
        1.19      0.3136      0.5193      0.0469      0.0283       0.012       1.875       1.951       8.873       0.212       8.678      99.726       17.54      70582.    0.2862  
        1.26      0.3332      0.5288      0.0436      0.0275       0.012       1.819       1.814       8.610       0.206       8.068      95.561       17.55      70669.    0.2644  
        1.34      0.3528      0.5347      0.0403      0.0266       0.011       1.758       1.674       8.320       0.199       7.446      91.259       17.56      70758.    0.2426  
        1.41      0.3724      0.5367      0.0368      0.0256       0.011       1.691       1.531       8.004       0.191       6.812      86.778       17.58      70851.    0.2206  
        1.48      0.3920      0.5342      0.0333      0.0245       0.010       1.619       1.386       7.662       0.183       6.166      82.067       17.59      70948.    0.1985  
        1.56      0.4116      0.5267      0.0298      0.0233       0.010       1.541       1.239       7.291       0.174       5.510      77.058       17.60      71048.    0.1762  
        1.63      0.4312      0.5131      0.0262      0.0220       0.009       1.457       1.089       6.893       0.165       4.844      71.658       17.62      71152.    0.1536  
        1.71      0.4508      0.4922      0.0225      0.0206       0.009       1.366       0.937       6.467       0.154       4.169      65.745       17.63      71260.    0.1308  
        1.78      0.4704      0.4620      0.0189      0.0192       0.008       1.270       0.784       6.012       0.144       3.487      59.147       17.65      71371.    0.1076  
        1.86      0.4900      0.4200      0.0151      0.0177       0.007       1.169       0.629       5.530       0.132       2.799      51.619       17.66      71485.    0.0841  
        1.93      0.5096      0.3621      0.0114      0.0160       0.007       1.061       0.474       5.020       0.120       2.107      42.794       17.68      71604.    0.0605  
        2.00      0.5292      0.2821      0.0076      0.0143       0.006       0.947       0.317       4.483       0.107       1.411      32.098       17.70      71726.    0.0371  
        2.08      0.5488      0.1693      0.0039      0.0125       0.005       0.828       0.160       3.919       0.094       0.714      18.573       17.72      71850.    0.0153  
        2.15      0.5684      0.0020      0.0000      0.0106       0.004       0.701       0.002       3.320       0.079       0.007       0.212       17.74      71971.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        500                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.0877      0.0315       0.026       3.254       5.697      19.248       0.368      25.340     134.247       21.82      87028.    0.6583  
        0.09      0.0197      0.0534      0.0859      0.0316       0.026       3.267       5.579      19.326       0.369      24.818     130.946       21.82      87077.    0.6355  
        0.19      0.0393      0.1042      0.0840      0.0317       0.026       3.277       5.456      19.384       0.370      24.266     127.657       21.82      87130.    0.6126  
        0.28      0.0590      0.1523      0.0819      0.0317       0.026       3.283       5.325      19.418       0.371      23.687     124.386       21.82      87186.    0.5897  
        0.37      0.0787      0.1978      0.0798      0.0318       0.026       3.284       5.188      19.427       0.371      23.078     121.136       21.82      87244.    0.5669  
        0.47      0.0983      0.2406      0.0776      0.0317       0.026       3.281       5.045      19.406       0.371      22.439     117.905       21.83      87307.    0.5441  
        0.56      0.1180      0.2809      0.0753      0.0316       0.026       3.272       4.894      19.354       0.370      21.769     114.694       21.83      87372.    0.5213  
        0.65      0.1376      0.3186      0.0729      0.0315       0.026       3.257       4.737      19.268       0.368      21.069     111.503       21.84      87441.    0.4986  
        0.74      0.1573      0.3537      0.0704      0.0313       0.026       3.236       4.573      19.145       0.366      20.339     108.328       21.84      87514.    0.4759  
        0.84      0.1770      0.3863      0.0677      0.0310       0.025       3.209       4.402      18.985       0.363      19.580     105.168       21.85      87590.    0.4533  
        0.93      0.1966      0.4164      0.0650      0.0307       0.025       3.175       4.225      18.785       0.359      18.793     102.017       21.86      87670.    0.4308  
        1.02      0.2163      0.4439      0.0622      0.0303       0.025       3.135       4.042      18.543       0.354      17.979      98.870       21.87      87754.    0.4084  
        1.12      0.2360      0.4688      0.0593      0.0298       0.024       3.087       3.853      18.259       0.349      17.139      95.718       21.88      87842.    0.3860  
        1.21      0.2556      0.4911      0.0563      0.0293       0.024       3.031       3.659      17.930       0.342      16.274      92.552       21.89      87933.    0.3637  
        1.30      0.2753      0.5106      0.0532      0.0287       0.024       2.968       3.459      17.556       0.335      15.385      89.362       21.90      88029.    0.3415  
        1.40      0.2949      0.5273      0.0501      0.0280       0.023       2.896       3.254      17.134       0.327      14.473      86.134       21.91      88129.    0.3192  
        1.49      0.3146      0.5410      0.0468      0.0272       0.022       2.817       3.044      16.664       0.318      13.539      82.850       21.93      88233.    0.2970  
        1.58      0.3343      0.5515      0.0435      0.0264       0.022       2.729       2.829      16.143       0.308      12.584      79.489       21.94      88342.    0.2747  
        1.68      0.3539      0.5585      0.0402      0.0254       0.021       2.632       2.610      15.570       0.297      11.608      76.024       21.95      88454.    0.2523  
        1.77      0.3736      0.5616      0.0367      0.0244       0.020       2.526       2.386      14.944       0.285      10.614      72.422       21.97      88571.    0.2298  
        1.86      0.3933      0.5603      0.0332      0.0233       0.019       2.411       2.159      14.265       0.272       9.602      68.639       21.99      88693.    0.2072  
        1.96      0.4129      0.5538      0.0297      0.0221       0.018       2.287       1.927      13.530       0.258       8.573      64.615       22.00      88819.    0.1843  
        2.05      0.4326      0.5412      0.0260      0.0208       0.017       2.154       1.693      12.739       0.243       7.530      60.272       22.02      88949.    0.1611  
        2.14      0.4522      0.5210      0.0224      0.0194       0.016       2.010       1.455      11.892       0.227       6.473      55.502       22.04      89084.    0.1376  
        2.23      0.4719      0.4913      0.0187      0.0180       0.015       1.858       1.215      10.989       0.210       5.405      50.150       22.06      89224.    0.1136  
        2.33      0.4916      0.4489      0.0150      0.0164       0.013       1.696       0.973      10.030       0.192       4.327      43.990       22.08      89368.    0.0891  
        2.42      0.5112      0.3892      0.0112      0.0147       0.012       1.524       0.729       9.016       0.172       3.243      36.674       22.10      89517.    0.0643  
        2.51      0.5309      0.3045      0.0075      0.0130       0.011       1.344       0.484       7.948       0.152       2.154      27.635       22.13      89670.    0.0395  
        2.61      0.5506      0.1814      0.0037      0.0112       0.009       1.154       0.239       6.826       0.130       1.063      15.875       22.15      89827.    0.0159  
        2.70      0.5702     -0.0111     -0.0002      0.0092       0.008       0.951      -0.012       5.624       0.107      -0.052      -0.940       22.17      89973.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        600                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.0877      0.0307       0.043       4.566       8.208      32.409       0.516      36.510     114.874       26.18     104434.    0.6762  
        0.11      0.0197      0.0548      0.0859      0.0308       0.044       4.585       8.039      32.550       0.518      35.758     112.024       26.18     104493.    0.6526  
        0.22      0.0393      0.1069      0.0840      0.0309       0.044       4.600       7.861      32.655       0.520      34.966     109.188       26.18     104556.    0.6290  
        0.34      0.0590      0.1562      0.0820      0.0309       0.044       4.609       7.674      32.720       0.521      34.132     106.373       26.18     104623.    0.6054  
        0.45      0.0786      0.2028      0.0799      0.0310       0.044       4.612       7.477      32.739       0.521      33.256     103.580       26.19     104693.    0.5819  
        0.56      0.0983      0.2468      0.0777      0.0309       0.044       4.608       7.270      32.709       0.521      32.337     100.810       26.19     104768.    0.5584  
        0.67      0.1179      0.2880      0.0754      0.0309       0.044       4.596       7.053      32.624       0.519      31.374      98.062       26.20     104846.    0.5351  
        0.78      0.1376      0.3267      0.0730      0.0307       0.044       4.575       6.827      32.480       0.517      30.367      95.336       26.21     104929.    0.5118  
        0.89      0.1572      0.3628      0.0704      0.0305       0.043       4.546       6.591      32.273       0.514      29.317      92.631       26.21     105016.    0.4886  
        1.01      0.1769      0.3963      0.0678      0.0303       0.043       4.508       6.346      31.999       0.509      28.225      89.944       26.22     105108.    0.4655  
        1.12      0.1965      0.4272      0.0651      0.0299       0.042       4.460       6.091      31.657       0.504      27.093      87.270       26.23     105204.    0.4425  
        1.23      0.2162      0.4556      0.0623      0.0296       0.042       4.401       5.828      31.243       0.497      25.922      84.606       26.24     105304.    0.4196  
        1.34      0.2358      0.4814      0.0594      0.0291       0.041       4.332       5.556      30.754       0.489      24.714      81.945       26.25     105409.    0.3968  
        1.45      0.2555      0.5045      0.0564      0.0286       0.040       4.253       5.277      30.188       0.480      23.470      79.278       26.27     105519.    0.3741  
        1.56      0.2751      0.5250      0.0533      0.0279       0.040       4.162       4.989      29.542       0.470      22.191      76.598       26.28     105634.    0.3515  
        1.68      0.2948      0.5426      0.0502      0.0273       0.039       4.059       4.694      28.814       0.459      20.879      73.892       26.29     105754.    0.3289  
        1.79      0.3145      0.5573      0.0469      0.0265       0.038       3.944       4.392      28.000       0.446      19.536      71.147       26.31     105879.    0.3063  
        1.90      0.3341      0.5688      0.0436      0.0256       0.036       3.817       4.083      27.098       0.431      18.162      68.344       26.33     106009.    0.2837  
        2.01      0.3538      0.5768      0.0403      0.0247       0.035       3.678       3.768      26.106       0.415      16.759      65.462       26.35     106144.    0.2611  
        2.12      0.3734      0.5811      0.0368      0.0237       0.034       3.525       3.446      25.022       0.398      15.329      62.473       26.36     106284.    0.2383  
        2.23      0.3931      0.5810      0.0333      0.0226       0.032       3.359       3.119      23.843       0.379      13.874      59.338       26.38     106430.    0.2153  
        2.35      0.4127      0.5758      0.0298      0.0213       0.030       3.179       2.787      22.567       0.359      12.395      56.009       26.40     106581.    0.1921  
        2.46      0.4324      0.5645      0.0262      0.0200       0.028       2.986       2.449      21.195       0.337      10.895      52.418       26.43     106738.    0.1685  
        2.57      0.4520      0.5458      0.0225      0.0187       0.026       2.778       2.108      19.724       0.314       9.375      48.471       26.45     106900.    0.1446  
