         10x10M-JK                (10x10M-JK.dat)                                                                                                                                   
         v2022-0915                                                                                                                                                                 
         Simulation Date: 09/23/2022                                                                                                                                                
                                                                                                                                                                                    
         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                                                                                                                         
                                                                                                                                                                                    
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                              
                                                                                                                                                                                    
         DEFINITIONS: (Underwater)                                                                                                                                                  
         J=V/nD (advance ratio)                                                                                                                                                     
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                                    
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                                     
         Pe=Ct*J/Cp (efficiency)                                                                                                                                                    
         V  (model speed in MPH)                                                                                                                                                    
         Vtip (tip speed, fps)                                                                                                                                                      
         Reyn (at 75% of span)                                                                                                                                                      
         FOM (Figure of Merit)                                                                                                                                                      
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        100                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
        0.79      0.8490      0.6635      0.0815      0.1044       0.001       0.406       0.202       0.481       0.046       0.899     190.516        4.47      25198.    0.1781  
        0.83      0.8894      0.6555      0.0714      0.0968       0.001       0.377       0.177       0.446       0.043       0.786     179.676        4.48      25344.    0.1571  
        0.87      0.9299      0.6390      0.0611      0.0889       0.001       0.346       0.151       0.410       0.039       0.673     167.536        4.50      25495.    0.1355  
        0.91      0.9703      0.6112      0.0507      0.0805       0.000       0.314       0.126       0.371       0.035       0.559     153.582        4.51      25651.    0.1132  
        0.95      1.0107      0.5681      0.0403      0.0718       0.000       0.280       0.100       0.331       0.032       0.444     137.039        4.53      25812.    0.0901  
        0.98      1.0511      0.5030      0.0300      0.0627       0.000       0.244       0.074       0.289       0.028       0.331     116.663        4.55      25977.    0.0661  
        1.02      1.0916      0.4044      0.0198      0.0534       0.000       0.208       0.049       0.246       0.024       0.218      90.312        4.56      26146.    0.0416  
        1.06      1.1320      0.2505      0.0097      0.0440       0.000       0.171       0.024       0.203       0.019       0.107      53.956        4.58      26320.    0.0174  
        1.10      1.1724     -0.0052     -0.0002      0.0343       0.000       0.134       0.000       0.158       0.015      -0.002      -1.082        4.60      26498.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        200                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.1966      0.1226       0.006       1.910       1.948       4.519       0.216       8.667     195.566        8.62      46668.    0.5676  
        0.08      0.0408      0.0639      0.1949      0.1242       0.006       1.936       1.932       4.581       0.219       8.592     191.265        8.62      46742.    0.5528  
        0.15      0.0815      0.1249      0.1931      0.1260       0.006       1.963       1.914       4.646       0.222       8.512     186.825        8.62      46826.    0.5374  
        0.23      0.1223      0.1828      0.1912      0.1278       0.006       1.992       1.894       4.713       0.225       8.425     182.276        8.63      46918.    0.5216  
        0.31      0.1630      0.2376      0.1890      0.1297       0.006       2.021       1.873       4.781       0.228       8.330     177.644        8.63      47021.    0.5055  
        0.38      0.2038      0.2891      0.1866      0.1315       0.007       2.049       1.849       4.849       0.232       8.224     172.958        8.64      47134.    0.4890  
        0.46      0.2445      0.3375      0.1839      0.1333       0.007       2.076       1.822       4.913       0.235       8.106     168.241        8.65      47258.    0.4723  
        0.53      0.2853      0.3827      0.1809      0.1349       0.007       2.101       1.793       4.972       0.237       7.973     163.517        8.66      47392.    0.4552  
        0.61      0.3260      0.4247      0.1775      0.1362       0.007       2.123       1.759       5.023       0.240       7.823     158.807        8.67      47538.    0.4379  
        0.69      0.3668      0.4637      0.1736      0.1373       0.007       2.140       1.720       5.063       0.242       7.652     154.125        8.68      47694.    0.4204  
        0.76      0.4075      0.4997      0.1692      0.1380       0.007       2.150       1.677       5.087       0.243       7.457     149.487        8.69      47862.    0.4025  
        0.84      0.4483      0.5329      0.1641      0.1381       0.007       2.151       1.626       5.091       0.243       7.234     144.910        8.71      48042.    0.3843  
        0.92      0.4890      0.5633      0.1584      0.1375       0.007       2.142       1.569       5.070       0.242       6.981     140.415        8.73      48233.    0.3658  
        0.99      0.5298      0.5911      0.1519      0.1362       0.007       2.121       1.505       5.020       0.240       6.696     136.018        8.74      48435.    0.3470  
        1.07      0.5705      0.6165      0.1448      0.1340       0.007       2.088       1.435       4.940       0.236       6.381     131.720        8.76      48649.    0.3281  
        1.14      0.6113      0.6394      0.1370      0.1310       0.006       2.041       1.357       4.829       0.231       6.038     127.505        8.78      48873.    0.3089  
        1.22      0.6520      0.6598      0.1287      0.1272       0.006       1.981       1.275       4.688       0.224       5.671     123.344        8.81      49109.    0.2896  
        1.30      0.6928      0.6774      0.1199      0.1226       0.006       1.910       1.188       4.519       0.216       5.282     119.195        8.83      49356.    0.2701  
        1.37      0.7335      0.6921      0.1106      0.1173       0.006       1.827       1.096       4.324       0.206       4.876     115.009        8.85      49613.    0.2504  
        1.45      0.7743      0.7033      0.1011      0.1113       0.006       1.734       1.002       4.103       0.196       4.455     110.725        8.88      49880.    0.2304  
        1.53      0.8150      0.7105      0.0912      0.1047       0.005       1.631       0.904       3.859       0.184       4.022     106.270        8.91      50157.    0.2101  
        1.60      0.8558      0.7129      0.0812      0.0975       0.005       1.519       0.805       3.593       0.172       3.579     101.550        8.94      50444.    0.1894  
        1.68      0.8965      0.7093      0.0710      0.0897       0.004       1.398       0.703       3.308       0.158       3.128      96.436        8.97      50741.    0.1682  
        1.75      0.9373      0.6978      0.0607      0.0815       0.004       1.270       0.601       3.004       0.143       2.674      90.749        9.00      51047.    0.1463  
        1.83      0.9780      0.6757      0.0503      0.0728       0.004       1.135       0.498       2.685       0.128       2.217      84.218        9.03      51363.    0.1236  
        1.91      1.0188      0.6386      0.0400      0.0638       0.003       0.993       0.396       2.351       0.112       1.761      76.407        9.06      51689.    0.1000  
        1.98      1.0595      0.5786      0.0297      0.0544       0.003       0.847       0.294       2.005       0.096       1.309      66.569        9.10      52023.    0.0751  
        2.06      1.1003      0.4810      0.0196      0.0447       0.002       0.697       0.194       1.650       0.079       0.862      53.289        9.14      52367.    0.0488  
        2.14      1.1410      0.3137      0.0096      0.0349       0.002       0.544       0.095       1.287       0.061       0.423      33.513        9.17      52719.    0.0215  
        2.21      1.1818     -0.0083     -0.0002      0.0249       0.001       0.388      -0.002       0.918       0.044      -0.008      -0.859        9.21      53077.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        300                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.1969      0.1192       0.020       4.179       4.391      14.834       0.472      19.530     134.257       12.93      70001.    0.5850  
        0.12      0.0417      0.0673      0.1952      0.1210       0.020       4.241       4.352      15.051       0.479      19.360     131.162       12.93      70116.    0.5690  
        0.23      0.0834      0.1313      0.1934      0.1228       0.020       4.305       4.311      15.281       0.486      19.177     127.969       12.94      70245.    0.5525  
        0.35      0.1251      0.1919      0.1914      0.1247       0.021       4.372       4.267      15.519       0.494      18.978     124.700       12.94      70388.    0.5356  
        0.47      0.1668      0.2491      0.1892      0.1267       0.021       4.440       4.217      15.760       0.502      18.759     121.377       12.95      70547.    0.5183  
        0.59      0.2085      0.3028      0.1867      0.1286       0.021       4.507       4.163      15.997       0.509      18.515     118.020       12.96      70722.    0.5007  
        0.70      0.2502      0.3529      0.1839      0.1304       0.022       4.571       4.101      16.224       0.516      18.241     114.650       12.97      70914.    0.4828  
        0.82      0.2919      0.3997      0.1808      0.1320       0.022       4.629       4.031      16.431       0.523      17.932     111.284       12.99      71122.    0.4646  
        0.94      0.3336      0.4430      0.1773      0.1335       0.022       4.679       3.952      16.608       0.529      17.580     107.936       13.01      71349.    0.4462  
        1.05      0.3753      0.4831      0.1732      0.1346       0.022       4.717       3.862      16.743       0.533      17.178     104.620       13.02      71593.    0.4275  
        1.17      0.4170      0.5200      0.1686      0.1352       0.023       4.739       3.758      16.820       0.535      16.717     101.346       13.05      71854.    0.4085  
        1.29      0.4587      0.5538      0.1632      0.1352       0.023       4.739       3.639      16.822       0.535      16.188      98.131       13.07      72134.    0.3893  
        1.40      0.5004      0.5848      0.1572      0.1345       0.022       4.714       3.504      16.732       0.533      15.586      94.989       13.10      72432.    0.3697  
        1.52      0.5420      0.6132      0.1504      0.1329       0.022       4.659       3.352      16.538       0.526      14.910      91.933       13.12      72747.    0.3500  
        1.64      0.5837      0.6390      0.1428      0.1305       0.022       4.574       3.184      16.235       0.517      14.164      88.963       13.15      73080.    0.3301  
        1.76      0.6254      0.6624      0.1347      0.1272       0.021       4.458       3.003      15.824       0.504      13.356      86.065       13.19      73431.    0.3101  
        1.87      0.6671      0.6832      0.1260      0.1230       0.021       4.313       2.809      15.308       0.487      12.492      83.217       13.22      73799.    0.2900  
        1.99      0.7088      0.7012      0.1168      0.1181       0.020       4.139       2.604      14.692       0.468      11.583      80.391       13.26      74183.    0.2698  
        2.11      0.7505      0.7162      0.1072      0.1124       0.019       3.940       2.391      13.983       0.445      10.634      77.550       13.30      74584.    0.2493  
        2.22      0.7922      0.7277      0.0973      0.1060       0.018       3.715       2.170      13.186       0.420       9.653      74.651       13.34      75001.    0.2287  
        2.34      0.8339      0.7352      0.0872      0.0989       0.017       3.467       1.944      12.307       0.392       8.647      71.642       13.38      75433.    0.2077  
        2.46      0.8756      0.7376      0.0769      0.0912       0.015       3.199       1.713      11.353       0.361       7.621      68.452       13.43      75881.    0.1863  
        2.57      0.9173      0.7335      0.0664      0.0830       0.014       2.910       1.480      10.329       0.329       6.582      64.980       13.47      76344.    0.1644  
        2.69      0.9590      0.7208      0.0558      0.0743       0.012       2.604       1.245       9.243       0.294       5.536      61.080       13.52      76822.    0.1417  
        2.81      1.0007      0.6959      0.0453      0.0651       0.011       2.283       1.009       8.102       0.258       4.490      56.516       13.57      77314.    0.1181  
        2.93      1.0424      0.6527      0.0348      0.0556       0.009       1.948       0.776       6.913       0.220       3.450      50.884       13.63      77822.    0.0932  
        3.04      1.0841      0.5792      0.0244      0.0457       0.008       1.602       0.544       5.686       0.181       2.421      43.416       13.68      78344.    0.0666  
        3.16      1.1258      0.4494      0.0142      0.0356       0.006       1.247       0.317       4.428       0.141       1.409      32.441       13.74      78879.    0.0380  
        3.28      1.1675      0.1942      0.0042      0.0253       0.004       0.887       0.094       3.147       0.100       0.417      13.518       13.80      79427.    0.0086  
        3.39      1.2092                                                                                                                                                            
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        400                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.1971      0.1172       0.046       7.305       7.813      34.571       0.825      34.752     102.506       17.24      93335.    0.5958  
        0.15      0.0410      0.0673      0.1955      0.1189       0.047       7.413       7.747      35.083       0.838      34.457     100.152       17.25      93485.    0.5796  
        0.31      0.0819      0.1313      0.1937      0.1208       0.048       7.527       7.675      35.624       0.850      34.140      97.725       17.25      93653.    0.5630  
        0.46      0.1229      0.1920      0.1917      0.1227       0.049       7.646       7.598      36.184       0.864      33.796      95.243       17.26      93840.    0.5459  
        0.61      0.1638      0.2492      0.1896      0.1246       0.049       7.766       7.513      36.752       0.877      33.418      92.722       17.27      94047.    0.5285  
        0.77      0.2048      0.3030      0.1872      0.1265       0.050       7.885       7.419      37.314       0.891      32.999      90.177       17.28      94274.    0.5107  
        0.92      0.2457      0.3533      0.1845      0.1283       0.051       7.999       7.313      37.854       0.904      32.528      87.624       17.30      94523.    0.4927  
        1.07      0.2867      0.4002      0.1815      0.1300       0.051       8.104       7.194      38.352       0.916      31.997      85.075       17.32      94794.    0.4745  
        1.23      0.3276      0.4437      0.1781      0.1315       0.052       8.196       7.058      38.785       0.926      31.395      82.542       17.34      95087.    0.4560  
        1.38      0.3686      0.4840      0.1742      0.1327       0.052       8.268       6.904      39.126       0.934      30.709      80.035       17.36      95403.    0.4373  
        1.53      0.4095      0.5212      0.1697      0.1334       0.053       8.313       6.728      39.342       0.939      29.924      77.562       17.39      95742.    0.4183  
        1.69      0.4505      0.5554      0.1646      0.1336       0.053       8.324       6.526      39.393       0.940      29.026      75.135       17.42      96104.    0.3991  
        1.84      0.4915      0.5867      0.1588      0.1330       0.053       8.292       6.295      39.241       0.937      28.002      72.764       17.45      96489.    0.3796  
        1.99      0.5324      0.6155      0.1523      0.1317       0.052       8.211       6.036      38.857       0.928      26.850      70.462       17.49      96897.    0.3600  
        2.15      0.5734      0.6419      0.1451      0.1296       0.051       8.077       5.750      38.224       0.913      25.576      68.230       17.53      97328.    0.3402  
        2.30      0.6143      0.6659      0.1372      0.1266       0.050       7.890       5.439      37.340       0.891      24.191      66.064       17.57      97781.    0.3204  
        2.45      0.6553      0.6875      0.1288      0.1228       0.049       7.652       5.105      36.212       0.864      22.709      63.948       17.61      98257.    0.3005  
        2.61      0.6962      0.7067      0.1199      0.1182       0.047       7.364       4.754      34.851       0.832      21.144      61.865       17.66      98754.    0.2805  
        2.76      0.7372      0.7232      0.1107      0.1128       0.045       7.030       4.386      33.269       0.794      19.508      59.792       17.71      99272.    0.2604  
        2.91      0.7781      0.7367      0.1010      0.1067       0.042       6.652       4.005      31.480       0.752      17.814      57.703       17.76      99811.    0.2401  
        3.07      0.8191      0.7467      0.0912      0.1000       0.040       6.233       3.613      29.497       0.704      16.073      55.563       17.82     100370.    0.2196  
        3.22      0.8600      0.7526      0.0811      0.0927       0.037       5.776       3.214      27.333       0.653      14.295      53.331       17.88     100949.    0.1988  
        3.37      0.9010      0.7532      0.0709      0.0848       0.034       5.283       2.808      25.002       0.597      12.492      50.948       17.94     101548.    0.1775  
        3.53      0.9420      0.7469      0.0605      0.0764       0.030       4.759       2.400      22.520       0.538      10.673      48.329       18.00     102166.    0.1557  
        3.68      0.9829      0.7313      0.0502      0.0675       0.027       4.205       1.990      19.901       0.475       8.850      45.346       18.07     102803.    0.1330  
        3.83      1.0239      0.7018      0.0399      0.0582       0.023       3.627       1.581      17.165       0.410       7.032      41.778       18.14     103459.    0.1092  
        3.99      1.0648      0.6504      0.0297      0.0486       0.019       3.028       1.176      14.329       0.342       5.231      37.227       18.21     104134.    0.0839  
        4.14      1.1058      0.5601      0.0196      0.0387       0.015       2.412       0.777      11.413       0.272       3.455      30.872       18.28     104828.    0.0566  
        4.29      1.1467      0.3895      0.0097      0.0286       0.011       1.782       0.385       8.435       0.201       1.712      20.703       18.36     105538.    0.0267  
        4.44      1.1877      0.0014      0.0000      0.0183       0.007       1.141       0.001       5.402       0.129       0.004       0.070       18.44     106257.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        500                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.1972      0.1158       0.089      11.281      12.215      66.734       1.275      54.334      83.024       21.55     116669.    0.6034  
        0.19      0.0410      0.0682      0.1956      0.1176       0.091      11.452      12.112      67.744       1.294      53.874      81.094       21.56     116857.    0.5869  
        0.38      0.0820      0.1331      0.1938      0.1194       0.092      11.632      12.001      68.810       1.314      53.381      79.107       21.56     117067.    0.5699  
        0.58      0.1231      0.1945      0.1918      0.1214       0.094      11.819      11.881      69.915       1.335      52.845      77.075       21.57     117301.    0.5524  
        0.77      0.1641      0.2524      0.1897      0.1233       0.095      12.008      11.748      71.037       1.357      52.256      75.012       21.58     117560.    0.5346  
        0.96      0.2051      0.3068      0.1873      0.1252       0.097      12.196      11.601      72.147       1.378      51.600      72.931       21.60     117845.    0.5165  
        1.15      0.2461      0.3576      0.1847      0.1271       0.098      12.377      11.436      73.214       1.398      50.865      70.845       21.62     118157.    0.4982  
        1.34      0.2871      0.4049      0.1816      0.1288       0.100      12.543      11.249      74.200       1.417      50.036      68.764       21.64     118496.    0.4796  
        1.54      0.3281      0.4489      0.1782      0.1303       0.101      12.688      11.037      75.058       1.434      49.095      66.699       21.67     118864.    0.4608  
        1.73      0.3692      0.4895      0.1743      0.1315       0.102      12.803      10.796      75.736       1.446      48.021      64.656       21.70     119260.    0.4418  
        1.92      0.4102      0.5270      0.1699      0.1322       0.102      12.876      10.520      76.168       1.455      46.792      62.644       21.74     119684.    0.4225  
        2.11      0.4512      0.5614      0.1648      0.1324       0.102      12.894      10.203      76.277       1.457      45.383      60.671       21.78     120138.    0.4030  
        2.30      0.4922      0.5930      0.1589      0.1319       0.102      12.845       9.842      75.988       1.451      43.779      58.748       21.82     120620.    0.3833  
        2.49      0.5332      0.6221      0.1524      0.1306       0.101      12.719       9.436      75.242       1.437      41.973      56.884       21.86     121131.    0.3634  
        2.69      0.5742      0.6487      0.1451      0.1285       0.099      12.511       8.987      74.007       1.413      39.976      55.081       21.91     121672.    0.3434  
        2.88      0.6153      0.6730      0.1372      0.1255       0.097      12.219       8.499      72.280       1.380      37.806      53.336       21.96     122240.    0.3233  
        3.07      0.6563      0.6950      0.1288      0.1216       0.094      11.846       7.977      70.073       1.338      35.484      51.636       22.02     122836.    0.3033  
        3.26      0.6973      0.7146      0.1199      0.1170       0.090      11.395       7.426      67.408       1.287      33.032      49.969       22.08     123459.    0.2832  
        3.45      0.7383      0.7316      0.1106      0.1116       0.086      10.871       6.850      64.307       1.228      30.470      48.317       22.14     124108.    0.2630  
        3.65      0.7793      0.7457      0.1010      0.1055       0.082      10.278       6.254      60.798       1.161      27.819      46.658       22.21     124784.    0.2426  
        3.84      0.8203      0.7565      0.0911      0.0988       0.076       9.620       5.642      56.905       1.087      25.094      44.968       22.28     125484.    0.2221  
        4.03      0.8614      0.7634      0.0810      0.0914       0.071       8.901       5.017      52.656       1.006      22.314      43.213       22.35     126210.    0.2013  
        4.22      0.9024      0.7652      0.0708      0.0835       0.064       8.127       4.383      48.077       0.918      19.495      41.348       22.43     126960.    0.1800  
        4.41      0.9434      0.7606      0.0605      0.0750       0.058       7.302       3.744      43.198       0.825      16.652      39.309       22.51     127735.    0.1582  
        4.61      0.9844      0.7469      0.0501      0.0661       0.051       6.432       3.103      38.051       0.727      13.804      36.993       22.59     128534.    0.1355  
        4.80      1.0254      0.7198      0.0398      0.0567       0.044       5.523       2.465      32.670       0.624      10.966      34.228       22.67     129356.    0.1118  
        4.99      1.0664      0.6713      0.0296      0.0470       0.036       4.580       1.833      27.093       0.517       8.155      30.692       22.76     130202.    0.0864  
        5.18      1.1075      0.5838      0.0195      0.0371       0.029       3.610       1.210      21.358       0.408       5.384      25.705       22.85     131070.    0.0588  
        5.37      1.1485      0.4132      0.0097      0.0269       0.021       2.620       0.599      15.501       0.296       2.666      17.541       22.95     131961.    0.0282  
        5.56      1.1895      0.0003      0.0000      0.0165       0.013       1.611       0.000       9.532       0.182       0.001       0.013       23.05     132859.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        600                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.1973      0.1148       0.153      16.103      17.598     114.313       1.819      78.277      69.826       25.87     140003.    0.6091  
        0.23      0.0411      0.0689      0.1957      0.1166       0.156      16.351      17.450     116.069       1.847      77.616      68.189       25.87     140228.    0.5923  
        0.46      0.0821      0.1344      0.1939      0.1185       0.158      16.612      17.290     117.925       1.877      76.908      66.504       25.87     140481.    0.5750  
        0.69      0.1232      0.1964      0.1919      0.1204       0.161      16.883      17.117     119.848       1.907      76.138      64.781       25.89     140762.    0.5573  
        0.92      0.1642      0.2548      0.1898      0.1224       0.163      17.158      16.927     121.801       1.939      75.290      63.033       25.90     141073.    0.5393  
        1.15      0.2053      0.3096      0.1874      0.1243       0.166      17.431      16.715     123.735       1.969      74.348      61.271       25.92     141416.    0.5209  
        1.38      0.2464      0.3608      0.1848      0.1262       0.168      17.693      16.477     125.595       1.999      73.290      59.505       25.95     141791.    0.5023  
        1.61      0.2874      0.4084      0.1818      0.1279       0.171      17.935      16.209     127.314       2.026      72.096      57.745       25.97     142198.    0.4834  
        1.84      0.3285      0.4527      0.1783      0.1294       0.173      18.146      15.904     128.813       2.050      70.739      55.999       26.01     142640.    0.4644  
        2.07      0.3695      0.4936      0.1744      0.1306       0.174      18.313      15.556     130.000       2.069      69.192      54.274       26.04     143116.    0.4451  
        2.30      0.4106      0.5313      0.1700      0.1314       0.175      18.420      15.157     130.761       2.081      67.420      52.576       26.09     143626.    0.4256  
        2.54      0.4516      0.5659      0.1648      0.1316       0.176      18.449      14.700     130.962       2.084      65.388      50.913       26.13     144171.    0.4059  
        2.77      0.4927      0.5977      0.1590      0.1311       0.175      18.380      14.180     130.473       2.077      63.072      49.294       26.18     144751.    0.3860  
        3.00      0.5338      0.6269      0.1524      0.1298       0.173      18.199      13.594     129.191       2.056      60.467      47.727       26.24     145366.    0.3659  
        3.23      0.5748      0.6538      0.1452      0.1276       0.170      17.899      12.946     127.062       2.022      57.585      46.214       26.30     146015.    0.3458  
        3.46      0.6159      0.6783      0.1373      0.1246       0.166      17.479      12.242     124.078       1.975      54.453      44.751       26.36     146699.    0.3256  
        3.69      0.6569      0.7006      0.1288      0.1208       0.161      16.941      11.489     120.261       1.914      51.103      43.331       26.43     147415.    0.3054  
        3.92      0.6980      0.7205      0.1199      0.1162       0.155      16.291      10.694     115.647       1.841      47.567      41.942       26.50     148164.    0.2852  
        4.15      0.7391      0.7379      0.1106      0.1108       0.148      15.535       9.864     110.277       1.755      43.873      40.569       26.57     148945.    0.2649  
        4.38      0.7801      0.7525      0.1010      0.1047       0.140      14.678       9.004     104.196       1.658      40.050      39.196       26.65     149756.    0.2446  
        4.61      0.8212      0.7639      0.0911      0.0979       0.131      13.727       8.121      97.447       1.551      36.124      37.801       26.73     150599.    0.2240  
        4.84      0.8622      0.7716      0.0810      0.0905       0.121      12.689       7.221      90.076       1.434      32.118      36.360       26.82     151471.    0.2032  
        5.07      0.9033      0.7744      0.0707      0.0825       0.110      11.570       6.308      82.131       1.307      28.057      34.834       26.91     152373.    0.1819  
        5.30      0.9443      0.7710      0.0604      0.0740       0.099      10.377       5.388      73.663       1.172      23.964      33.173       27.01     153304.    0.1601  
        5.53      0.9854      0.7589      0.0501      0.0650       0.087       9.118       4.466      64.728       1.030      19.863      31.292       27.11     154264.    0.1375  
