         10x5M-LH                 (10x5M-LH.dat)                                                                                                                                    
         v2022-0915                                                                                                                                                                 
         Simulation Date: 09/23/2022                                                                                                                                                
                                                                                                                                                                                    
         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                                                                                                                         
                                                                                                                                                                                    
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                              
                                                                                                                                                                                    
         DEFINITIONS: (Underwater)                                                                                                                                                  
         J=V/nD (advance ratio)                                                                                                                                                     
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                                    
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                                     
         Pe=Ct*J/Cp (efficiency)                                                                                                                                                    
         V  (model speed in MPH)                                                                                                                                                    
         Vtip (tip speed, fps)                                                                                                                                                      
         Reyn (at 75% of span)                                                                                                                                                      
         FOM (Figure of Merit)                                                                                                                                                      
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        100                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
         PROP RPM =        200                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.1021      0.0445       0.002       0.736       1.062       1.742       0.083       4.724     276.561        8.73      32460.    0.5856  
        0.00      0.0225      0.0503      0.1004      0.0448       0.002       0.741       1.044       1.753       0.084       4.642     270.012        8.73      32482.    0.5667  
        0.09      0.0449      0.0982      0.0985      0.0450       0.002       0.745       1.024       1.763       0.084       4.554     263.434        8.73      32506.    0.5476  
        0.13      0.0674      0.1436      0.0964      0.0452       0.002       0.748       1.003       1.771       0.085       4.460     256.843        8.73      32531.    0.5284  
        0.17      0.0898      0.1866      0.0943      0.0454       0.002       0.751       0.980       1.777       0.085       4.360     250.246        8.73      32558.    0.5090  
        0.21      0.1123      0.2271      0.0920      0.0455       0.002       0.752       0.956       1.780       0.085       4.254     243.646        8.73      32587.    0.4895  
        0.26      0.1347      0.2651      0.0895      0.0455       0.002       0.753       0.931       1.781       0.085       4.140     237.047        8.73      32618.    0.4699  
        0.30      0.1572      0.3007      0.0869      0.0454       0.002       0.752       0.904       1.779       0.085       4.020     230.447        8.74      32651.    0.4501  
        0.34      0.1796      0.3338      0.0841      0.0453       0.002       0.749       0.875       1.773       0.085       3.891     223.845        8.74      32686.    0.4302  
        0.38      0.2021      0.3645      0.0812      0.0450       0.002       0.745       0.844       1.763       0.084       3.755     217.234        8.74      32722.    0.4101  
        0.43      0.2245      0.3926      0.0781      0.0447       0.002       0.739       0.812       1.749       0.083       3.612     210.608        8.75      32761.    0.3899  
        0.47      0.2470      0.4182      0.0748      0.0442       0.002       0.731       0.778       1.730       0.083       3.461     203.953        8.75      32802.    0.3696  
        0.51      0.2694      0.4413      0.0714      0.0436       0.002       0.722       0.743       1.708       0.082       3.304     197.254        8.76      32845.    0.3493  
        0.55      0.2919      0.4616      0.0679      0.0429       0.002       0.711       0.706       1.681       0.080       3.141     190.487        8.76      32889.    0.3289  
        0.60      0.3143      0.4793      0.0643      0.0422       0.002       0.698       0.668       1.650       0.079       2.972     183.628        8.77      32936.    0.3084  
        0.64      0.3368      0.4940      0.0605      0.0413       0.002       0.683       0.629       1.615       0.077       2.798     176.643        8.78      32986.    0.2878  
        0.68      0.3592      0.5056      0.0566      0.0402       0.002       0.666       0.589       1.576       0.075       2.619     169.494        8.78      33037.    0.2672  
        0.72      0.3817      0.5138      0.0527      0.0391       0.002       0.647       0.547       1.532       0.073       2.435     162.135        8.79      33090.    0.2465  
        0.77      0.4041      0.5185      0.0486      0.0379       0.002       0.627       0.505       1.483       0.071       2.247     154.507        8.80      33146.    0.2256  
        0.81      0.4266      0.5190      0.0444      0.0365       0.002       0.604       0.462       1.430       0.068       2.055     146.539        8.81      33204.    0.2046  
        0.85      0.4491      0.5150      0.0402      0.0350       0.002       0.580       0.418       1.372       0.066       1.859     138.138        8.82      33264.    0.1835  
        0.89      0.4715      0.5058      0.0359      0.0334       0.002       0.553       0.373       1.310       0.063       1.659     129.190        8.82      33327.    0.1621  
        0.94      0.4940      0.4903      0.0315      0.0317       0.002       0.525       0.327       1.243       0.059       1.457     119.545        8.83      33392.    0.1406  
        0.98      0.5164      0.4674      0.0271      0.0299       0.002       0.495       0.281       1.171       0.056       1.252     109.004        8.84      33459.    0.1188  
        1.02      0.5389      0.4354      0.0226      0.0280       0.001       0.463       0.235       1.095       0.052       1.044      97.305        8.85      33528.    0.0969  
        1.06      0.5613      0.3919      0.0181      0.0259       0.001       0.428       0.188       1.014       0.048       0.836      84.081        8.86      33600.    0.0749  
        1.11      0.5838      0.3336      0.0136      0.0237       0.001       0.393       0.141       0.929       0.044       0.627      68.817        8.88      33674.    0.0531  
        1.15      0.6062      0.2554      0.0090      0.0215       0.001       0.355       0.094       0.840       0.040       0.418      50.735        8.89      33750.    0.0320  
        1.19      0.6287      0.1493      0.0045      0.0191       0.001       0.316       0.047       0.747       0.036       0.210      28.598        8.90      33828.    0.0128  
        1.23      0.6511      0.0007      0.0000      0.0166       0.001       0.275       0.000       0.650       0.031       0.001       0.135        8.91      33907.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        300                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.1024      0.0414       0.007       1.541       2.395       5.469       0.174      10.651     198.583       13.09      48689.    0.6313  
        0.06      0.0226      0.0544      0.1006      0.0417       0.007       1.553       2.353       5.511       0.175      10.465     193.662       13.09      48723.    0.6103  
        0.13      0.0451      0.1060      0.0987      0.0420       0.007       1.563       2.308       5.547       0.177      10.267     188.743       13.09      48759.    0.5892  
        0.19      0.0677      0.1549      0.0966      0.0422       0.007       1.572       2.261       5.578       0.178      10.056     183.839       13.09      48797.    0.5679  
        0.26      0.0902      0.2010      0.0945      0.0424       0.008       1.578       2.210       5.602       0.178       9.831     178.955       13.10      48838.    0.5466  
        0.32      0.1128      0.2445      0.0922      0.0425       0.008       1.583       2.156       5.618       0.179       9.591     174.096       13.10      48882.    0.5252  
        0.38      0.1353      0.2852      0.0897      0.0426       0.008       1.585       2.099       5.624       0.179       9.335     169.265       13.10      48929.    0.5038  
        0.45      0.1579      0.3233      0.0871      0.0425       0.008       1.583       2.037       5.619       0.179       9.063     164.462       13.11      48978.    0.4823  
        0.51      0.1804      0.3588      0.0843      0.0424       0.008       1.578       1.972       5.602       0.178       8.773     159.687       13.11      49030.    0.4607  
        0.58      0.2030      0.3916      0.0813      0.0422       0.007       1.570       1.903       5.571       0.177       8.465     154.937       13.12      49086.    0.4391  
        0.64      0.2255      0.4219      0.0782      0.0418       0.007       1.557       1.830       5.526       0.176       8.140     150.208       13.12      49144.    0.4175  
        0.70      0.2481      0.4495      0.0750      0.0414       0.007       1.540       1.754       5.467       0.174       7.800     145.492       13.13      49206.    0.3958  
        0.77      0.2706      0.4745      0.0715      0.0408       0.007       1.519       1.674       5.393       0.172       7.445     140.778       13.14      49270.    0.3742  
        0.83      0.2932      0.4967      0.0680      0.0401       0.007       1.494       1.591       5.304       0.169       7.076     136.050       13.15      49338.    0.3526  
        0.90      0.3157      0.5162      0.0643      0.0393       0.007       1.465       1.505       5.200       0.166       6.695     131.289       13.16      49409.    0.3309  
        0.96      0.3383      0.5328      0.0606      0.0384       0.007       1.431       1.417       5.081       0.162       6.301     126.475       13.17      49483.    0.3093  
        1.03      0.3608      0.5464      0.0567      0.0374       0.007       1.393       1.326       4.946       0.157       5.897     121.579       13.18      49561.    0.2876  
        1.09      0.3834      0.5566      0.0527      0.0363       0.006       1.351       1.232       4.795       0.153       5.482     116.569       13.19      49642.    0.2659  
        1.15      0.4059      0.5632      0.0486      0.0350       0.006       1.304       1.137       4.629       0.147       5.057     111.404       13.20      49726.    0.2440  
        1.22      0.4285      0.5658      0.0444      0.0336       0.006       1.253       1.039       4.446       0.142       4.623     106.032       13.21      49814.    0.2221  
        1.28      0.4510      0.5639      0.0402      0.0321       0.006       1.196       0.940       4.247       0.135       4.181     100.387       13.22      49905.    0.1999  
        1.35      0.4736      0.5567      0.0359      0.0305       0.005       1.136       0.839       4.031       0.128       3.731      94.381       13.24      49999.    0.1776  
        1.41      0.4961      0.5431      0.0315      0.0287       0.005       1.070       0.736       3.798       0.121       3.274      87.901       13.25      50097.    0.1549  
        1.47      0.5187      0.5219      0.0270      0.0269       0.005       1.000       0.632       3.549       0.113       2.812      80.791       13.27      50199.    0.1320  
        1.54      0.5412      0.4909      0.0225      0.0248       0.004       0.925       0.527       3.284       0.105       2.345      72.833       13.28      50303.    0.1087  
        1.60      0.5638      0.4474      0.0180      0.0227       0.004       0.846       0.422       3.003       0.096       1.876      63.718       13.30      50412.    0.0850  
        1.67      0.5863      0.3868      0.0135      0.0205       0.004       0.763       0.316       2.707       0.086       1.406      52.974       13.32      50524.    0.0612  
        1.73      0.6089      0.3022      0.0090      0.0181       0.003       0.675       0.211       2.397       0.076       0.937      39.852       13.33      50639.    0.0376  
        1.79      0.6314      0.1813      0.0045      0.0157       0.003       0.584       0.105       2.073       0.066       0.469      23.058       13.35      50757.    0.0154  
        1.86      0.6540     -0.0006      0.0000      0.0131       0.002       0.488       0.000       1.733       0.055      -0.001      -0.074       13.37      50874.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        400                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.1025      0.0396       0.017       2.621       4.262      12.406       0.296      18.957     155.827       17.45      64919.    0.6609  
        0.09      0.0226      0.0570      0.1007      0.0399       0.017       2.643       4.188      12.509       0.299      18.628     151.854       17.45      64964.    0.6385  
        0.17      0.0452      0.1111      0.0988      0.0402       0.017       2.663       4.109      12.601       0.301      18.275     147.894       17.46      65012.    0.6159  
        0.26      0.0678      0.1622      0.0968      0.0405       0.017       2.679       4.024      12.679       0.303      17.900     143.958       17.46      65063.    0.5933  
        0.34      0.0904      0.2104      0.0946      0.0407       0.017       2.692       3.934      12.741       0.304      17.499     140.051       17.46      65118.    0.5707  
        0.43      0.1131      0.2557      0.0923      0.0408       0.017       2.701       3.838      12.783       0.305      17.071     136.177       17.46      65177.    0.5481  
        0.51      0.1357      0.2982      0.0898      0.0409       0.017       2.705       3.736      12.803       0.306      16.616     132.339       17.47      65239.    0.5255  
        0.60      0.1583      0.3379      0.0872      0.0408       0.017       2.704       3.626      12.796       0.305      16.130     128.538       17.48      65305.    0.5029  
        0.69      0.1809      0.3748      0.0844      0.0407       0.017       2.696       3.510      12.760       0.305      15.613     124.774       17.48      65375.    0.4803  
        0.77      0.2035      0.4091      0.0814      0.0405       0.017       2.682       3.387      12.690       0.303      15.064     121.046       17.49      65450.    0.4577  
        0.86      0.2261      0.4406      0.0783      0.0402       0.017       2.660       3.257      12.587       0.300      14.485     117.350       17.50      65528.    0.4351  
        0.94      0.2487      0.4696      0.0750      0.0397       0.017       2.631       3.120      12.449       0.297      13.878     113.681       17.51      65610.    0.4126  
        1.03      0.2713      0.4958      0.0716      0.0392       0.016       2.594       2.978      12.275       0.293      13.245     110.030       17.52      65697.    0.3901  
        1.11      0.2940      0.5193      0.0680      0.0385       0.016       2.550       2.830      12.066       0.288      12.588     106.386       17.53      65787.    0.3677  
        1.20      0.3166      0.5401      0.0644      0.0377       0.016       2.498       2.677      11.819       0.282      11.908     102.734       17.54      65882.    0.3453  
        1.28      0.3392      0.5579      0.0606      0.0368       0.015       2.438       2.519      11.536       0.275      11.206      99.058       17.55      65982.    0.3230  
        1.37      0.3618      0.5728      0.0567      0.0358       0.015       2.370       2.357      11.215       0.268      10.485      95.338       17.57      66086.    0.3007  
        1.46      0.3844      0.5844      0.0527      0.0347       0.015       2.294       2.191      10.855       0.259       9.746      91.548       17.58      66194.    0.2784  
        1.54      0.4070      0.5925      0.0486      0.0334       0.014       2.210       2.021      10.457       0.250       8.989      87.656       17.60      66307.    0.2560  
        1.63      0.4296      0.5966      0.0444      0.0320       0.013       2.117       1.847      10.018       0.239       8.215      83.624       17.62      66424.    0.2335  
        1.71      0.4522      0.5963      0.0402      0.0305       0.013       2.016       1.670       9.539       0.228       7.428      79.399       17.63      66546.    0.2108  
        1.80      0.4749      0.5907      0.0358      0.0288       0.012       1.906       1.490       9.020       0.215       6.626      74.914       17.65      66673.    0.1879  
        1.88      0.4975      0.5789      0.0314      0.0270       0.011       1.788       1.307       8.460       0.202       5.814      70.076       17.67      66804.    0.1646  
        1.97      0.5201      0.5593      0.0270      0.0251       0.011       1.661       1.122       7.859       0.188       4.991      64.758       17.69      66940.    0.1409  
        2.06      0.5427      0.5297      0.0225      0.0230       0.010       1.525       0.936       7.219       0.172       4.161      58.779       17.71      67080.    0.1168  
        2.14      0.5653      0.4869      0.0180      0.0209       0.009       1.382       0.748       6.541       0.156       3.327      51.870       17.73      67226.    0.0922  
        2.23      0.5879      0.4258      0.0135      0.0186       0.008       1.231       0.560       5.827       0.139       2.492      43.609       17.76      67376.    0.0671  
        2.31      0.6105      0.3375      0.0090      0.0162       0.007       1.073       0.373       5.078       0.121       1.658      33.293       17.78      67530.    0.0418  
        2.40      0.6331      0.2063      0.0045      0.0137       0.006       0.908       0.186       4.295       0.103       0.827      19.626       17.80      67688.    0.0174  
        2.48      0.6558     -0.0035     -0.0001      0.0111       0.005       0.733      -0.002       3.470       0.083      -0.011      -0.317       17.83      67842.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        500                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.1026      0.0384       0.032       3.973       6.665      23.504       0.449      29.644     128.611       21.82      81149.    0.6821  
        0.11      0.0227      0.0589      0.1008      0.0388       0.032       4.008       6.549      23.712       0.453      29.129     125.265       21.82      81205.    0.6586  
        0.21      0.0453      0.1147      0.0989      0.0391       0.032       4.040       6.425      23.899       0.456      28.578     121.938       21.82      81265.    0.6350  
        0.32      0.0680      0.1674      0.0968      0.0393       0.032       4.067       6.293      24.058       0.459      27.991     118.638       21.82      81329.    0.6114  
        0.43      0.0906      0.2170      0.0947      0.0395       0.032       4.089       6.152      24.186       0.462      27.364     115.369       21.83      81398.    0.5879  
        0.54      0.1133      0.2636      0.0924      0.0397       0.033       4.104       6.002      24.275       0.464      26.695     112.136       21.83      81472.    0.5644  
        0.64      0.1359      0.3074      0.0899      0.0397       0.033       4.111       5.841      24.320       0.464      25.982     108.941       21.84      81550.    0.5409  
        0.75      0.1586      0.3482      0.0873      0.0397       0.033       4.110       5.670      24.313       0.464      25.222     105.785       21.84      81633.    0.5175  
        0.86      0.1812      0.3862      0.0845      0.0396       0.033       4.099       5.488      24.247       0.463      24.412     102.669       21.85      81721.    0.4942  
        0.97      0.2039      0.4215      0.0815      0.0394       0.032       4.077       5.295      24.117       0.461      23.554      99.591       21.86      81813.    0.4708  
        1.07      0.2265      0.4540      0.0784      0.0391       0.032       4.043       5.092      23.919       0.457      22.647      96.550       21.87      81911.    0.4476  
        1.18      0.2492      0.4838      0.0751      0.0387       0.032       3.998       4.878      23.653       0.452      21.697      93.540       21.89      82015.    0.4244  
        1.29      0.2718      0.5110      0.0716      0.0381       0.031       3.941       4.655      23.316       0.445      20.706      90.556       21.90      82123.    0.4014  
        1.39      0.2945      0.5354      0.0681      0.0374       0.031       3.872       4.424      22.908       0.438      19.676      87.587       21.91      82237.    0.3785  
        1.50      0.3171      0.5571      0.0644      0.0367       0.030       3.791       4.184      22.427       0.428      18.612      84.623       21.93      82356.    0.3556  
        1.61      0.3398      0.5759      0.0606      0.0358       0.029       3.697       3.937      21.873       0.418      17.514      81.649       21.94      82481.    0.3329  
        1.72      0.3625      0.5917      0.0567      0.0347       0.028       3.591       3.684      21.243       0.406      16.385      78.651       21.96      82611.    0.3101  
        1.82      0.3851      0.6044      0.0527      0.0336       0.028       3.472       3.423      20.537       0.392      15.227      75.607       21.98      82747.    0.2874  
        1.93      0.4078      0.6136      0.0486      0.0323       0.026       3.339       3.157      19.753       0.377      14.043      72.493       22.00      82888.    0.2646  
        2.04      0.4304      0.6189      0.0444      0.0309       0.025       3.193       2.885      18.889       0.361      12.833      69.276       22.02      83036.    0.2418  
        2.15      0.4531      0.6199      0.0401      0.0293       0.024       3.034       2.608      17.945       0.343      11.600      65.915       22.04      83188.    0.2187  
        2.25      0.4757      0.6157      0.0358      0.0277       0.023       2.860       2.326      16.921       0.323      10.347      62.354       22.07      83347.    0.1954  
        2.36      0.4984      0.6054      0.0314      0.0258       0.021       2.674       2.040      15.815       0.302       9.076      58.517       22.09      83512.    0.1717  
        2.47      0.5210      0.5872      0.0269      0.0239       0.020       2.473       1.751      14.630       0.279       7.790      54.297       22.11      83682.    0.1476  
        2.57      0.5437      0.5591      0.0225      0.0218       0.018       2.259       1.460      13.365       0.255       6.493      49.539       22.14      83858.    0.1230  
        2.68      0.5663      0.5174      0.0180      0.0197       0.016       2.033       1.167      12.024       0.230       5.189      44.009       22.17      84041.    0.0977  
        2.79      0.5890      0.4564      0.0134      0.0173       0.014       1.794       0.873      10.611       0.203       3.884      37.327       22.20      84229.    0.0717  
        2.90      0.6116      0.3661      0.0089      0.0149       0.012       1.543       0.580       9.130       0.174       2.582      28.835       22.23      84422.    0.0451  
        3.00      0.6343      0.2274      0.0044      0.0124       0.010       1.282       0.289       7.582       0.145       1.284      17.268       22.26      84621.    0.0191  
        3.11      0.6570     -0.0066     -0.0001      0.0097       0.008       1.005      -0.006       5.942       0.113      -0.028      -0.481       22.29      84810.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        600                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.1026      0.0376       0.053       5.594       9.603      39.708       0.632      42.712     109.685       26.18      97379.    0.6983  
        0.13      0.0227      0.0603      0.1008      0.0379       0.054       5.646       9.436      40.076       0.638      41.970     106.789       26.18      97446.    0.6739  
        0.26      0.0454      0.1174      0.0989      0.0382       0.054       5.692       9.257      40.407       0.643      41.177     103.913       26.18      97518.    0.6496  
        0.39      0.0680      0.1713      0.0969      0.0385       0.055       5.732       9.067      40.692       0.648      40.330     101.066       26.19      97596.    0.6252  
        0.52      0.0907      0.2220      0.0947      0.0387       0.055       5.764       8.864      40.920       0.651      39.427      98.250       26.19      97678.    0.6010  
        0.64      0.1134      0.2697      0.0924      0.0389       0.055       5.787       8.647      41.083       0.654      38.464      95.470       26.20      97767.    0.5768  
        0.77      0.1361      0.3143      0.0899      0.0389       0.055       5.799       8.416      41.168       0.655      37.436      92.727       26.20      97860.    0.5527  
        0.90      0.1588      0.3560      0.0873      0.0389       0.055       5.799       8.170      41.163       0.655      36.340      90.024       26.21      97960.    0.5287  
        1.03      0.1814      0.3948      0.0845      0.0388       0.055       5.784       7.908      41.056       0.653      35.173      87.360       26.22      98066.    0.5047  
        1.16      0.2041      0.4309      0.0815      0.0386       0.055       5.753       7.629      40.837       0.650      33.935      84.736       26.24      98177.    0.4809  
        1.29      0.2268      0.4641      0.0784      0.0383       0.054       5.705       7.335      40.502       0.645      32.628      82.148       26.25      98295.    0.4571  
        1.42      0.2495      0.4946      0.0751      0.0379       0.054       5.641       7.027      40.045       0.637      31.257      79.594       26.26      98419.    0.4335  
        1.55      0.2722      0.5225      0.0717      0.0373       0.053       5.560       6.706      39.467       0.628      29.828      77.068       26.28      98550.    0.4100  
        1.68      0.2949      0.5476      0.0681      0.0367       0.052       5.461       6.372      38.763       0.617      28.344      74.562       26.29      98687.    0.3867  
        1.80      0.3175      0.5700      0.0644      0.0359       0.051       5.344       6.027      37.934       0.604      26.809      72.066       26.31      98830.    0.3635  
        1.93      0.3402      0.5896      0.0606      0.0350       0.050       5.209       5.671      36.975       0.588      25.226      69.570       26.33      98980.    0.3404  
        2.06      0.3629      0.6062      0.0567      0.0339       0.048       5.055       5.305      35.884       0.571      23.599      67.061       26.35      99136.    0.3174  
        2.19      0.3856      0.6197      0.0527      0.0328       0.046       4.882       4.930      34.659       0.552      21.930      64.521       26.38      99300.    0.2943  
        2.32      0.4083      0.6298      0.0486      0.0315       0.045       4.691       4.546      33.298       0.530      20.222      61.929       26.40      99470.    0.2713  
        2.45      0.4309      0.6361      0.0444      0.0301       0.043       4.479       4.154      31.797       0.506      18.479      59.260       26.43      99647.    0.2482  
        2.58      0.4536      0.6382      0.0401      0.0285       0.040       4.248       3.755      30.156       0.480      16.702      56.478       26.45      99831.    0.2249  
        2.71      0.4763      0.6352      0.0358      0.0268       0.038       3.997       3.349      28.373       0.452      14.896      53.537       26.48     100022.    0.2013  
        2.84      0.4990      0.6261      0.0314      0.0250       0.035       3.726       2.937      26.449       0.421      13.065      50.372       26.51     100219.    0.1774  
        2.96      0.5217      0.6093      0.0269      0.0231       0.033       3.435       2.521      24.384       0.388      11.213      46.891       26.54     100424.    0.1530  
