         10x14M-LH                (10x14M-LH.dat)                                                                                                                                   
         v2022-0915                                                                                                                                                                 
         Simulation Date: 09/23/2022                                                                                                                                                
                                                                                                                                                                                    
         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                                                                                                                         
                                                                                                                                                                                    
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                              
                                                                                                                                                                                    
         DEFINITIONS: (Underwater)                                                                                                                                                  
         J=V/nD (advance ratio)                                                                                                                                                     
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                                    
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                                     
         Pe=Ct*J/Cp (efficiency)                                                                                                                                                    
         V  (model speed in MPH)                                                                                                                                                    
         Vtip (tip speed, fps)                                                                                                                                                      
         Reyn (at 75% of span)                                                                                                                                                      
         FOM (Figure of Merit)                                                                                                                                                      
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        100                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
        0.76      0.8123      0.6462      0.1659      0.2085       0.001       0.812       0.411       0.961       0.092       1.827     193.963        4.45      25088.    0.2585  
        0.81      0.8664      0.6657      0.1571      0.2045       0.001       0.797       0.389       0.943       0.090       1.731     187.318        4.47      25286.    0.2430  
        0.86      0.9206      0.6827      0.1474      0.1988       0.001       0.774       0.365       0.916       0.087       1.624     180.784        4.49      25493.    0.2272  
        0.91      0.9747      0.6968      0.1369      0.1915       0.001       0.746       0.339       0.883       0.084       1.508     174.273        4.51      25709.    0.2110  
        0.96      1.0289      0.7076      0.1257      0.1828       0.001       0.712       0.311       0.842       0.080       1.385     167.672        4.54      25934.    0.1945  
        1.01      1.0830      0.7146      0.1139      0.1727       0.001       0.673       0.282       0.796       0.076       1.255     160.848        4.56      26168.    0.1777  
        1.06      1.1372      0.7166      0.1017      0.1614       0.001       0.629       0.252       0.744       0.071       1.121     153.636        4.58      26410.    0.1604  
        1.11      1.1913      0.7126      0.0892      0.1491       0.001       0.581       0.221       0.687       0.066       0.983     145.824        4.61      26660.    0.1425  
        1.17      1.2455      0.7005      0.0764      0.1359       0.001       0.529       0.189       0.626       0.060       0.842     137.121        4.64      26917.    0.1241  
        1.22      1.2996      0.6776      0.0635      0.1218       0.001       0.475       0.157       0.561       0.054       0.700     127.099        4.67      27182.    0.1048  
        1.27      1.3538      0.6391      0.0505      0.1071       0.001       0.417       0.125       0.493       0.047       0.557     115.083        4.69      27454.    0.0847  
        1.32      1.4080      0.5771      0.0376      0.0917       0.001       0.357       0.093       0.423       0.040       0.414      99.927        4.72      27734.    0.0634  
        1.37      1.4621      0.4768      0.0248      0.0759       0.000       0.296       0.061       0.350       0.033       0.273      79.495        4.76      28020.    0.0409  
        1.42      1.5163      0.3065      0.0121      0.0597       0.000       0.233       0.030       0.275       0.026       0.133      49.287        4.79      28313.    0.0177  
        1.47      1.5704     -0.0139     -0.0004      0.0433       0.000       0.169      -0.001       0.199       0.019      -0.004      -2.160        4.82      28611.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        200                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.2070      0.1660       0.008       2.587       2.051       6.121       0.292       9.124     151.996        8.62      46739.    0.4527  
        0.10      0.0546      0.0670      0.2060      0.1677       0.008       2.613       2.041       6.183       0.295       9.077     149.710        8.62      46834.    0.4447  
        0.20      0.1092      0.1318      0.2050      0.1698       0.008       2.646       2.031       6.260       0.299       9.035     147.171        8.63      46944.    0.4362  
        0.31      0.1637      0.1939      0.2041      0.1723       0.009       2.685       2.022       6.354       0.303       8.996     144.378        8.63      47072.    0.4270  
        0.41      0.2183      0.2532      0.2033      0.1753       0.009       2.731       2.014       6.463       0.309       8.958     141.342        8.64      47219.    0.4171  
        0.51      0.2729      0.3091      0.2023      0.1786       0.009       2.783       2.005       6.586       0.314       8.918     138.079        8.65      47385.    0.4066  
        0.61      0.3275      0.3617      0.2013      0.1823       0.009       2.840       1.995       6.721       0.321       8.873     134.619        8.67      47572.    0.3954  
        0.71      0.3821      0.4106      0.2001      0.1862       0.009       2.901       1.983       6.865       0.328       8.819     130.995        8.69      47780.    0.3835  
        0.82      0.4367      0.4558      0.1986      0.1902       0.009       2.964       1.967       7.013       0.335       8.751     127.243        8.70      48010.    0.3711  
        0.92      0.4912      0.4973      0.1966      0.1942       0.010       3.025       1.948       7.158       0.342       8.663     123.402        8.73      48262.    0.3581  
        1.02      0.5458      0.5351      0.1940      0.1978       0.010       3.082       1.922       7.294       0.348       8.549     119.512        8.75      48535.    0.3445  
        1.12      0.6004      0.5694      0.1906      0.2010       0.010       3.131       1.889       7.410       0.354       8.401     115.610        8.78      48830.    0.3304  
        1.23      0.6550      0.6004      0.1863      0.2033       0.010       3.167       1.846       7.494       0.358       8.212     111.736        8.81      49146.    0.3157  
        1.33      0.7096      0.6282      0.1809      0.2044       0.010       3.184       1.793       7.534       0.360       7.974     107.927        8.84      49484.    0.3005  
        1.43      0.7642      0.6533      0.1743      0.2039       0.010       3.177       1.728       7.518       0.359       7.684     104.220        8.87      49843.    0.2848  
        1.53      0.8187      0.6760      0.1666      0.2017       0.010       3.143       1.650       7.438       0.355       7.340     100.640        8.91      50223.    0.2688  
        1.63      0.8733      0.6963      0.1576      0.1977       0.010       3.081       1.562       7.290       0.348       6.947      97.186        8.95      50623.    0.2526  
        1.74      0.9279      0.7143      0.1477      0.1919       0.009       2.991       1.464       7.076       0.338       6.512      93.835        8.99      51043.    0.2361  
        1.84      0.9825      0.7298      0.1370      0.1845       0.009       2.875       1.358       6.802       0.325       6.040      90.546        9.03      51481.    0.2194  
        1.94      1.0371      0.7425      0.1257      0.1755       0.009       2.735       1.245       6.472       0.309       5.539      87.269        9.08      51938.    0.2025  
        2.04      1.0916      0.7517      0.1138      0.1652       0.008       2.575       1.128       6.092       0.291       5.015      83.942        9.13      52411.    0.1853  
        2.14      1.1462      0.7569      0.1015      0.1537       0.008       2.395       1.006       5.667       0.271       4.473      80.491        9.18      52902.    0.1678  
        2.25      1.2008      0.7567      0.0889      0.1411       0.007       2.198       0.881       5.201       0.248       3.918      76.818        9.23      53408.    0.1499  
        2.35      1.2554      0.7496      0.0761      0.1275       0.006       1.986       0.754       4.700       0.224       3.355      72.787        9.28      53930.    0.1314  
        2.45      1.3100      0.7328      0.0632      0.1130       0.006       1.761       0.626       4.166       0.199       2.786      68.192        9.34      54467.    0.1122  
        2.55      1.3646      0.7018      0.0503      0.0978       0.005       1.524       0.498       3.606       0.172       2.217      62.691        9.40      55018.    0.0920  
        2.66      1.4191      0.6481      0.0374      0.0820       0.004       1.278       0.371       3.023       0.144       1.650      55.671        9.46      55584.    0.0705  
        2.76      1.4737      0.5548      0.0247      0.0657       0.003       1.023       0.245       2.421       0.116       1.090      45.890        9.52      56164.    0.0472  
        2.86      1.5283      0.3808      0.0122      0.0490       0.002       0.763       0.121       1.806       0.086       0.538      30.374        9.59      56757.    0.0220  
        2.96      1.5829     -0.0033     -0.0001      0.0320       0.002       0.499      -0.001       1.180       0.056      -0.003      -0.258        9.65      57361.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        300                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.2073      0.1624       0.027       5.693       4.623      20.207       0.643      20.561     103.760       12.93      70109.    0.4639  
        0.15      0.0548      0.0689      0.2063      0.1641       0.027       5.753       4.600      20.419       0.650      20.459     102.173       12.93      70251.    0.4557  
        0.31      0.1096      0.1354      0.2054      0.1662       0.028       5.828       4.579      20.685       0.658      20.367     100.407       12.94      70418.    0.4468  
        0.46      0.1644      0.1992      0.2045      0.1688       0.028       5.918       4.560      21.006       0.669      20.283      98.462       12.95      70610.    0.4372  
        0.62      0.2192      0.2598      0.2037      0.1718       0.029       6.024       4.541      21.380       0.681      20.200      96.346       12.96      70832.    0.4269  
        0.77      0.2739      0.3171      0.2028      0.1752       0.029       6.143       4.522      21.803       0.694      20.114      94.073       12.98      71083.    0.4160  
        0.92      0.3287      0.3708      0.2018      0.1789       0.030       6.273       4.500      22.266       0.709      20.015      91.663       13.00      71365.    0.4043  
        1.08      0.3835      0.4207      0.2006      0.1829       0.031       6.412       4.473      22.760       0.724      19.896      89.141       13.03      71679.    0.3920  
        1.23      0.4383      0.4667      0.1991      0.1870       0.031       6.555       4.439      23.267       0.741      19.744      86.534       13.06      72026.    0.3791  
        1.38      0.4931      0.5089      0.1971      0.1910       0.032       6.696       4.395      23.766       0.757      19.547      83.870       13.09      72406.    0.3656  
        1.54      0.5479      0.5473      0.1945      0.1947       0.032       6.827       4.337      24.231       0.771      19.289      81.175       13.13      72819.    0.3515  
        1.69      0.6027      0.5820      0.1911      0.1979       0.033       6.939       4.261      24.629       0.784      18.954      78.479       13.17      73264.    0.3369  
        1.85      0.6575      0.6133      0.1868      0.2003       0.033       7.021       4.165      24.919       0.793      18.525      75.808       13.21      73741.    0.3217  
        2.00      0.7123      0.6415      0.1814      0.2014       0.034       7.060       4.043      25.058       0.798      17.985      73.190       13.26      74251.    0.3060  
        2.15      0.7671      0.6669      0.1747      0.2009       0.034       7.045       3.895      25.004       0.796      17.324      70.652       13.31      74794.    0.2899  
        2.31      0.8218      0.6898      0.1668      0.1987       0.033       6.967       3.719      24.730       0.787      16.542      68.212       13.37      75367.    0.2735  
        2.46      0.8766      0.7106      0.1578      0.1947       0.032       6.825       3.518      24.226       0.771      15.649      65.870       13.43      75972.    0.2569  
        2.61      0.9314      0.7291      0.1478      0.1888       0.032       6.621       3.296      23.499       0.748      14.659      63.612       13.49      76606.    0.2401  
        2.77      0.9862      0.7453      0.1370      0.1813       0.030       6.357       3.055      22.564       0.718      13.590      61.414       13.56      77268.    0.2232  
        2.92      1.0410      0.7589      0.1256      0.1723       0.029       6.040       2.800      21.440       0.682      12.456      59.242       13.62      77957.    0.2061  
        3.08      1.0958      0.7694      0.1137      0.1619       0.027       5.675       2.534      20.143       0.641      11.271      57.059       13.70      78672.    0.1889  
        3.23      1.1506      0.7761      0.1013      0.1502       0.025       5.266       2.259      18.690       0.595      10.048      54.819       13.77      79412.    0.1713  
        3.38      1.2054      0.7781      0.0887      0.1374       0.023       4.817       1.978      17.099       0.544       8.796      52.459       13.85      80177.    0.1534  
        3.54      1.2602      0.7737      0.0759      0.1236       0.021       4.334       1.692      15.383       0.490       7.527      49.895       13.93      80964.    0.1350  
        3.69      1.3150      0.7604      0.0630      0.1090       0.018       3.820       1.405      13.559       0.432       6.249      46.995       14.02      81775.    0.1158  
        3.84      1.3697      0.7338      0.0501      0.0935       0.016       3.280       1.117      11.641       0.371       4.970      43.538       14.11      82607.    0.0957  
        4.00      1.4245      0.6856      0.0373      0.0775       0.013       2.717       0.832       9.645       0.307       3.699      39.113       14.20      83461.    0.0742  
        4.15      1.4793      0.5980      0.0246      0.0610       0.010       2.137       0.549       7.586       0.241       2.444      32.848       14.30      84336.    0.0506  
        4.31      1.5341      0.4249      0.0122      0.0440       0.007       1.544       0.272       5.479       0.174       1.209      22.506       14.39      85231.    0.0244  
        4.46      1.5889      0.0002      0.0000      0.0268       0.004       0.940       0.000       3.337       0.106       0.000       0.010       14.49      86141.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        400                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.2075      0.1602       0.063       9.986       8.226      47.260       1.128      36.588      78.946       17.24      93478.    0.4708  
        0.21      0.0549      0.0700      0.2065      0.1619       0.064      10.093       8.186      47.767       1.140      36.409      77.725       17.25      93669.    0.4624  
        0.41      0.1098      0.1376      0.2056      0.1641       0.065      10.228       8.150      48.405       1.156      36.250      76.365       17.25      93891.    0.4533  
        0.62      0.1648      0.2024      0.2048      0.1667       0.066      10.391       8.117      49.173       1.174      36.103      74.867       17.27      94149.    0.4435  
        0.82      0.2197      0.2640      0.2040      0.1698       0.067      10.580       8.084      50.069       1.195      35.959      73.236       17.29      94445.    0.4330  
        1.03      0.2746      0.3221      0.2031      0.1732       0.069      10.794       8.051      51.081       1.219      35.809      71.485       17.31      94781.    0.4218  
        1.23      0.3295      0.3765      0.2021      0.1769       0.070      11.028       8.012      52.190       1.246      35.637      69.628       17.34      95159.    0.4098  
        1.44      0.3845      0.4270      0.2010      0.1809       0.072      11.278       7.965      53.371       1.274      35.427      67.687       17.37      95580.    0.3972  
        1.64      0.4394      0.4735      0.1994      0.1851       0.073      11.534       7.904      54.585       1.303      35.159      65.681       17.41      96045.    0.3840  
        1.85      0.4943      0.5161      0.1975      0.1891       0.075      11.787       7.826      55.781       1.332      34.809      63.633       17.46      96553.    0.3702  
        2.06      0.5492      0.5548      0.1948      0.1929       0.076      12.022       7.723      56.895       1.358      34.350      61.565       17.51      97106.    0.3558  
        2.26      0.6042      0.5898      0.1915      0.1961       0.078      12.223       7.588      57.846       1.381      33.752      59.498       17.56      97702.    0.3408  
        2.47      0.6591      0.6213      0.1871      0.1985       0.079      12.370       7.415      58.541       1.398      32.984      57.454       17.62      98341.    0.3253  
        2.67      0.7140      0.6496      0.1816      0.1996       0.079      12.440       7.198      58.874       1.406      32.017      55.454       17.68      99024.    0.3094  
        2.88      0.7689      0.6752      0.1749      0.1992       0.079      12.413       6.932      58.746       1.402      30.833      53.520       17.75      99750.    0.2930  
        3.08      0.8238      0.6984      0.1670      0.1970       0.078      12.275       6.617      58.091       1.387      29.432      51.665       17.83     100518.    0.2764  
        3.29      0.8788      0.7193      0.1579      0.1929       0.076      12.021       6.257      56.888       1.358      27.833      49.891       17.91     101328.    0.2595  
        3.49      0.9337      0.7382      0.1478      0.1870       0.074      11.654       5.860      55.153       1.317      26.063      48.188       17.99     102177.    0.2426  
        3.70      0.9886      0.7549      0.1370      0.1794       0.071      11.183       5.430      52.923       1.263      24.153      46.537       18.08     103063.    0.2255  
        3.91      1.0435      0.7690      0.1255      0.1703       0.067      10.616       4.975      50.238       1.199      22.129      44.916       18.17     103986.    0.2083  
        4.11      1.0985      0.7803      0.1135      0.1598       0.063       9.961       4.500      47.141       1.125      20.016      43.297       18.27     104944.    0.1910  
        4.32      1.1534      0.7881      0.1012      0.1481       0.059       9.228       4.010      43.671       1.043      17.836      41.647       18.37     105934.    0.1734  
        4.52      1.2083      0.7915      0.0885      0.1352       0.053       8.424       3.509      39.868       0.952      15.608      39.922       18.48     106958.    0.1555  
        4.73      1.2632      0.7889      0.0757      0.1213       0.048       7.558       3.001      35.767       0.854      13.350      38.061       18.59     108012.    0.1371  
        4.93      1.3182      0.7779      0.0628      0.1065       0.042       6.636       2.491      31.405       0.750      11.078      35.970       18.70     109097.    0.1180  
        5.14      1.3731      0.7544      0.0500      0.0909       0.036       5.667       1.980      26.819       0.640       8.808      33.488       18.82     110212.    0.0980  
        5.34      1.4280      0.7101      0.0372      0.0747       0.030       4.659       1.473      22.046       0.526       6.553      30.308       18.94     111355.    0.0765  
        5.55      1.4829      0.6269      0.0245      0.0581       0.023       3.618       0.973      17.124       0.409       4.326      25.764       19.07     112526.    0.0528  
        5.76      1.5378      0.4555      0.0121      0.0410       0.016       2.554       0.481      12.087       0.289       2.140      18.053       19.20     113724.    0.0260  
        5.96      1.5928     -0.0004      0.0000      0.0236       0.009       1.471       0.000       6.962       0.166      -0.001      -0.016       19.33     114939.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        500                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.2077      0.1588       0.123      15.460      12.861      91.454       1.747      57.206      63.785       21.55     116848.    0.4757  
        0.26      0.0550      0.0708      0.2067      0.1605       0.124      15.629      12.799      92.452       1.766      56.930      62.792       21.56     117086.    0.4671  
        0.51      0.1100      0.1392      0.2058      0.1627       0.126      15.840      12.744      93.705       1.790      56.684      61.684       21.57     117365.    0.4579  
        0.77      0.1650      0.2046      0.2050      0.1653       0.128      16.096      12.693      95.216       1.818      56.458      60.463       21.58     117688.    0.4479  
        1.03      0.2200      0.2668      0.2042      0.1683       0.130      16.393      12.643      96.977       1.852      56.238      59.134       21.61     118059.    0.4372  
        1.29      0.2750      0.3255      0.2033      0.1718       0.133      16.730      12.591      98.965       1.890      56.006      57.707       21.64     118480.    0.4258  
        1.54      0.3300      0.3803      0.2024      0.1756       0.136      17.098      12.531     101.147       1.932      55.740      56.194       21.67     118953.    0.4136  
        1.80      0.3850      0.4313      0.2012      0.1796       0.139      17.491      12.458     103.468       1.976      55.415      54.613       21.72     119481.    0.4008  
        2.06      0.4400      0.4781      0.1997      0.1838       0.142      17.894      12.365     105.854       2.022      54.998      52.981       21.77     120063.    0.3874  
        2.32      0.4950      0.5210      0.1977      0.1878       0.145      18.292      12.242     108.206       2.067      54.453      51.316       21.82     120700.    0.3734  
        2.57      0.5500      0.5599      0.1951      0.1916       0.148      18.662      12.081     110.396       2.108      53.735      49.635       21.88     121392.    0.3587  
        2.83      0.6050      0.5951      0.1917      0.1949       0.151      18.978      11.870     112.267       2.144      52.798      47.957       21.95     122139.    0.3436  
        3.09      0.6600      0.6267      0.1873      0.1973       0.152      19.209      11.599     113.635       2.170      51.594      46.298       22.03     122941.    0.3279  
        3.35      0.7150      0.6552      0.1818      0.1984       0.153      19.320      11.258     114.292       2.183      50.076      44.679       22.11     123797.    0.3117  
        3.60      0.7700      0.6809      0.1750      0.1980       0.153      19.279      10.840     114.044       2.178      48.218      43.114       22.19     124707.    0.2952  
        3.86      0.8250      0.7042      0.1671      0.1957       0.151      19.062      10.346     112.761       2.154      46.020      41.617       22.29     125670.    0.2784  
        4.12      0.8801      0.7254      0.1580      0.1916       0.148      18.663       9.782     110.404       2.109      43.511      40.188       22.38     126684.    0.2614  
        4.37      0.9351      0.7445      0.1479      0.1857       0.143      18.089       9.158     107.005       2.044      40.736      38.820       22.49     127748.    0.2443  
        4.63      0.9901      0.7614      0.1370      0.1782       0.138      17.349       8.485     102.631       1.960      37.742      37.500       22.60     128859.    0.2271  
        4.89      1.0451      0.7760      0.1255      0.1690       0.131      16.459       7.773      97.366       1.860      34.573      36.208       22.72     130015.    0.2099  
        5.15      1.1001      0.7879      0.1135      0.1585       0.122      15.432       7.029      91.291       1.744      31.266      34.924       22.84     131215.    0.1925  
        5.40      1.1551      0.7965      0.1011      0.1467       0.113      14.281       6.262      84.483       1.613      27.856      33.622       22.97     132457.    0.1750  
        5.66      1.2101      0.8008      0.0885      0.1337       0.103      13.019       5.479      77.017       1.471      24.372      32.269       23.10     133739.    0.1571  
        5.92      1.2651      0.7996      0.0757      0.1197       0.092      11.658       4.686      68.965       1.317      20.843      30.819       23.24     135060.    0.1387  
        6.18      1.3201      0.7905      0.0628      0.1048       0.081      10.210       3.888      60.400       1.154      17.295      29.199       23.38     136420.    0.1197  
        6.43      1.3751      0.7694      0.0499      0.0892       0.069       8.688       3.091      51.393       0.982      13.750      27.283       23.53     137816.    0.0997  
        6.69      1.4301      0.7283      0.0371      0.0729       0.056       7.103       2.300      42.019       0.803      10.232      24.832       23.68     139249.    0.0783  
        6.95      1.4851      0.6491      0.0245      0.0562       0.043       5.469       1.520      32.351       0.618       6.761      21.311       23.84     140716.    0.0546  
        7.20      1.5401      0.4809      0.0122      0.0390       0.030       3.797       0.754      22.459       0.429       3.353      15.225       24.01     142216.    0.0275  
        7.46      1.5951      0.0046      0.0001      0.0215       0.017       2.094       0.004      12.390       0.237       0.017       0.141       24.17     143738.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        600                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.2078      0.1577       0.210      22.109      18.529     156.949       2.498      82.417      53.547       25.87     140217.    0.4793  
        0.31      0.0551      0.0715      0.2068      0.1594       0.213      22.354      18.440     158.682       2.526      82.022      52.708       25.87     140504.    0.4707  
        0.62      0.1102      0.1404      0.2059      0.1616       0.216      22.660      18.361     160.860       2.560      81.671      51.773       25.88     140839.    0.4613  
        0.93      0.1652      0.2063      0.2051      0.1642       0.219      23.030      18.289     163.484       2.602      81.349      50.741       25.90     141228.    0.4512  
        1.24      0.2203      0.2690      0.2043      0.1673       0.223      23.461      18.219     166.542       2.651      81.036      49.617       25.93     141673.    0.4404  
        1.55      0.2754      0.3281      0.2035      0.1708       0.228      23.947      18.144     169.996       2.706      80.705      48.411       25.96     142179.    0.4288  
        1.86      0.3305      0.3834      0.2025      0.1746       0.233      24.481      18.059     173.785       2.766      80.326      47.133       26.01     142749.    0.4165  
        2.16      0.3856      0.4346      0.2013      0.1786       0.238      25.049      17.954     177.816       2.830      79.860      45.797       26.06     143383.    0.4035  
        2.47      0.4406      0.4817      0.1998      0.1828       0.244      25.633      17.820     181.961       2.896      79.262      44.419       26.12     144084.    0.3899  
        2.78      0.4957      0.5248      0.1978      0.1869       0.249      26.208      17.643     186.046       2.961      78.477      43.013       26.19     144850.    0.3757  
        3.09      0.5508      0.5639      0.1952      0.1907       0.255      26.744      17.411     189.849       3.022      77.442      41.596       26.26     145683.    0.3609  
        3.40      0.6059      0.5992      0.1918      0.1940       0.259      27.202      17.106     193.099       3.073      76.089      40.181       26.34     146582.    0.3456  
        3.71      0.6610      0.6309      0.1874      0.1964       0.262      27.536      16.715     195.472       3.111      74.348      38.785       26.43     147546.    0.3297  
        4.02      0.7160      0.6595      0.1819      0.1975       0.264      27.697      16.221     196.610       3.129      72.153      37.422       26.53     148576.    0.3134  
        4.33      0.7711      0.6852      0.1751      0.1971       0.263      27.635      15.617     196.176       3.122      69.465      36.107       26.63     149670.    0.2967  
        4.64      0.8262      0.7086      0.1671      0.1948       0.260      27.321      14.902     193.946       3.087      66.286      34.851       26.75     150829.    0.2798  
        4.95      0.8813      0.7299      0.1580      0.1907       0.255      26.745      14.087     189.853       3.022      62.659      33.655       26.86     152049.    0.2627  
        5.26      0.9364      0.7492      0.1479      0.1848       0.247      25.913      13.186     183.952       2.928      58.650      32.512       26.99     153329.    0.2455  
        5.57      0.9914      0.7664      0.1370      0.1772       0.237      24.844      12.214     176.362       2.807      54.327      31.411       27.12     154665.    0.2283  
        5.88      1.0465      0.7814      0.1254      0.1680       0.224      23.557      11.185     167.225       2.661      49.752      30.338       27.26     156056.    0.2110  
        6.18      1.1016      0.7937      0.1134      0.1574       0.210      22.072      10.113     156.679       2.494      44.981      29.275       27.41     157499.    0.1936  
        6.49      1.1567      0.8028      0.1010      0.1455       0.194      20.407       9.007     144.862       2.306      40.063      28.202       27.56     158993.    0.1760  
        6.80      1.2118      0.8079      0.0883      0.1325       0.177      18.581       7.878     131.901       2.099      35.043      27.091       27.72     160535.    0.1581  
        7.11      1.2669      0.8077      0.0755      0.1185       0.158      16.612       6.735     117.922       1.877      29.959      25.907       27.89     162124.    0.1398  
