         9x5M-JK                  (9x5M-JK.dat)                                                                                                                                     
         v2022-0915                                                                                                                                                                 
         Simulation Date: 09/23/2022                                                                                                                                                
                                                                                                                                                                                    
         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                                                                                                                         
                                                                                                                                                                                    
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                              
                                                                                                                                                                                    
         DEFINITIONS: (Underwater)                                                                                                                                                  
         J=V/nD (advance ratio)                                                                                                                                                     
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                                    
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                                     
         Pe=Ct*J/Cp (efficiency)                                                                                                                                                    
         V  (model speed in MPH)                                                                                                                                                    
         Vtip (tip speed, fps)                                                                                                                                                      
         Reyn (at 75% of span)                                                                                                                                                      
         FOM (Figure of Merit)                                                                                                                                                      
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        100                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        200                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.1095      0.0477       0.001       0.466       0.747       1.102       0.053       3.323     307.434        7.85      25194.    0.6066  
        0.00      0.0239      0.0537      0.1077      0.0480       0.001       0.469       0.734       1.110       0.053       3.267     300.180        7.85      25213.    0.5873  
        0.08      0.0479      0.1048      0.1057      0.0483       0.001       0.472       0.721       1.116       0.053       3.207     292.887        7.85      25233.    0.5677  
        0.12      0.0718      0.1532      0.1036      0.0485       0.002       0.474       0.706       1.122       0.054       3.142     285.579        7.86      25255.    0.5479  
        0.16      0.0957      0.1991      0.1013      0.0487       0.002       0.476       0.691       1.126       0.054       3.073     278.265        7.86      25278.    0.5280  
        0.20      0.1197      0.2423      0.0989      0.0488       0.002       0.477       0.674       1.129       0.054       3.000     270.954        7.86      25303.    0.5079  
        0.24      0.1436      0.2830      0.0963      0.0489       0.002       0.477       0.657       1.130       0.054       2.921     263.651        7.86      25329.    0.4877  
        0.29      0.1676      0.3210      0.0935      0.0488       0.002       0.477       0.638       1.128       0.054       2.837     256.359        7.87      25358.    0.4673  
        0.33      0.1915      0.3564      0.0905      0.0486       0.002       0.475       0.618       1.125       0.054       2.747     249.076        7.87      25388.    0.4468  
        0.37      0.2154      0.3893      0.0874      0.0484       0.001       0.473       0.596       1.118       0.053       2.652     241.796        7.87      25420.    0.4262  
        0.41      0.2394      0.4195      0.0841      0.0480       0.001       0.469       0.574       1.109       0.053       2.551     234.512        7.88      25453.    0.4054  
        0.45      0.2633      0.4471      0.0806      0.0475       0.001       0.464       0.550       1.097       0.052       2.445     227.209        7.88      25489.    0.3845  
        0.49      0.2872      0.4719      0.0769      0.0468       0.001       0.457       0.525       1.082       0.052       2.333     219.865        7.89      25526.    0.3635  
        0.53      0.3112      0.4940      0.0731      0.0460       0.001       0.450       0.498       1.064       0.051       2.217     212.450        7.89      25565.    0.3424  
        0.57      0.3351      0.5132      0.0691      0.0451       0.001       0.441       0.471       1.043       0.050       2.096     204.929        7.90      25606.    0.3212  
        0.61      0.3591      0.5293      0.0650      0.0441       0.001       0.431       0.443       1.019       0.049       1.971     197.259        7.91      25649.    0.2998  
        0.65      0.3830      0.5420      0.0607      0.0429       0.001       0.419       0.414       0.992       0.047       1.842     189.390        7.91      25694.    0.2782  
        0.69      0.4069      0.5512      0.0563      0.0416       0.001       0.406       0.384       0.962       0.046       1.709     181.263        7.92      25741.    0.2565  
        0.73      0.4309      0.5564      0.0519      0.0402       0.001       0.392       0.354       0.928       0.044       1.573     172.805        7.93      25790.    0.2346  
        0.78      0.4548      0.5571      0.0473      0.0386       0.001       0.377       0.323       0.892       0.043       1.435     163.931        7.94      25841.    0.2125  
        0.82      0.4787      0.5528      0.0426      0.0369       0.001       0.361       0.291       0.853       0.041       1.293     154.531        7.94      25893.    0.1902  
        0.86      0.5027      0.5427      0.0379      0.0351       0.001       0.343       0.258       0.811       0.039       1.150     144.471        7.95      25948.    0.1677  
        0.90      0.5266      0.5257      0.0331      0.0332       0.001       0.324       0.226       0.767       0.037       1.005     133.576        7.96      26005.    0.1449  
        0.94      0.5506      0.5004      0.0283      0.0311       0.001       0.304       0.193       0.720       0.034       0.858     121.622        7.97      26064.    0.1220  
        0.98      0.5745      0.4649      0.0235      0.0290       0.001       0.283       0.160       0.670       0.032       0.712     108.304        7.98      26124.    0.0989  
        1.02      0.5984      0.4168      0.0186      0.0267       0.001       0.261       0.127       0.618       0.030       0.565      93.212        8.00      26187.    0.0759  
        1.06      0.6224      0.3524      0.0138      0.0244       0.001       0.239       0.094       0.564       0.027       0.419      75.764        8.01      26252.    0.0531  
        1.10      0.6463      0.2662      0.0091      0.0220       0.001       0.215       0.062       0.509       0.024       0.275      55.113        8.02      26319.    0.0313  
        1.14      0.6702      0.1501      0.0044      0.0195       0.001       0.191       0.030       0.452       0.022       0.133      29.966        8.03      26388.    0.0118  
        1.18      0.6942     -0.0096     -0.0002      0.0170       0.001       0.166      -0.002       0.393       0.019      -0.007      -1.857        8.04      26458.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        300                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.1097      0.0452       0.005       0.993       1.684       3.524       0.112       7.489     216.720       11.78      37791.    0.6420  
        0.06      0.0240      0.0569      0.1079      0.0455       0.005       1.001       1.655       3.552       0.113       7.363     211.399       11.78      37819.    0.6209  
        0.12      0.0480      0.1109      0.1059      0.0458       0.005       1.008       1.625       3.577       0.114       7.228     206.071       11.78      37849.    0.5997  
        0.18      0.0720      0.1621      0.1037      0.0461       0.005       1.014       1.592       3.598       0.115       7.083     200.752       11.78      37882.    0.5783  
        0.25      0.0960      0.2104      0.1015      0.0463       0.005       1.018       1.557       3.614       0.115       6.927     195.452       11.79      37917.    0.5568  
        0.31      0.1200      0.2559      0.0990      0.0465       0.005       1.021       1.520       3.625       0.115       6.761     190.178       11.79      37955.    0.5352  
        0.37      0.1440      0.2986      0.0964      0.0465       0.005       1.023       1.480       3.630       0.116       6.583     184.934       11.79      37995.    0.5136  
        0.43      0.1680      0.3385      0.0936      0.0465       0.005       1.022       1.437       3.628       0.115       6.393     179.724       11.80      38037.    0.4919  
        0.49      0.1921      0.3758      0.0907      0.0464       0.005       1.019       1.392       3.617       0.115       6.191     174.549       11.80      38083.    0.4701  
        0.55      0.2161      0.4103      0.0875      0.0461       0.005       1.014       1.344       3.597       0.115       5.976     169.405       11.81      38131.    0.4483  
        0.61      0.2401      0.4421      0.0842      0.0457       0.005       1.005       1.292       3.568       0.114       5.749     164.288       11.82      38181.    0.4264  
        0.68      0.2641      0.4712      0.0807      0.0452       0.005       0.994       1.239       3.529       0.112       5.509     159.190       11.82      38235.    0.4044  
        0.74      0.2881      0.4976      0.0770      0.0446       0.005       0.980       1.182       3.479       0.111       5.258     154.096       11.83      38291.    0.3824  
        0.80      0.3121      0.5212      0.0732      0.0438       0.005       0.963       1.123       3.419       0.109       4.995     148.987       11.84      38350.    0.3604  
        0.86      0.3361      0.5419      0.0692      0.0429       0.004       0.943       1.062       3.348       0.107       4.722     143.838       11.85      38412.    0.3383  
        0.92      0.3601      0.5595      0.0650      0.0419       0.004       0.920       0.998       3.266       0.104       4.440     138.622       11.86      38477.    0.3162  
        0.98      0.3841      0.5739      0.0608      0.0407       0.004       0.894       0.933       3.174       0.101       4.149     133.304       11.87      38544.    0.2939  
        1.04      0.4081      0.5848      0.0564      0.0393       0.004       0.865       0.865       3.070       0.098       3.849     127.844       11.88      38615.    0.2715  
        1.10      0.4321      0.5919      0.0519      0.0379       0.004       0.833       0.797       2.957       0.094       3.543     122.192       11.89      38689.    0.2489  
        1.17      0.4561      0.5945      0.0473      0.0363       0.004       0.798       0.726       2.832       0.090       3.230     116.286       11.90      38765.    0.2262  
        1.23      0.4801      0.5923      0.0426      0.0346       0.004       0.760       0.655       2.698       0.086       2.911     110.051       11.92      38845.    0.2032  
        1.29      0.5041      0.5842      0.0379      0.0327       0.003       0.719       0.582       2.553       0.081       2.588     103.387       11.93      38927.    0.1800  
        1.35      0.5282      0.5693      0.0331      0.0307       0.003       0.676       0.509       2.398       0.076       2.262      96.165       11.95      39013.    0.1565  
        1.41      0.5522      0.5460      0.0283      0.0286       0.003       0.630       0.435       2.235       0.071       1.933      88.212       11.96      39102.    0.1328  
        1.47      0.5762      0.5121      0.0235      0.0264       0.003       0.581       0.361       2.062       0.066       1.604      79.289       11.98      39193.    0.1087  
        1.53      0.6002      0.4646      0.0187      0.0241       0.003       0.530       0.287       1.882       0.060       1.274      69.056       11.99      39288.    0.0844  
        1.60      0.6242      0.3989      0.0139      0.0217       0.002       0.477       0.213       1.694       0.054       0.947      57.012       12.01      39386.    0.0601  
        1.66      0.6482      0.3079      0.0091      0.0192       0.002       0.423       0.140       1.500       0.048       0.624      42.381       12.03      39487.    0.0362  
        1.72      0.6722      0.1800      0.0045      0.0167       0.002       0.367       0.069       1.301       0.041       0.305      23.891       12.05      39590.    0.0143  
        1.78      0.6962     -0.0063     -0.0001      0.0141       0.001       0.309      -0.002       1.097       0.035      -0.009      -0.803       12.07      39695.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        400                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.1098      0.0437       0.011       1.707       2.996       8.076       0.193      13.328     168.282       15.71      50387.    0.6650  
        0.08      0.0241      0.0590      0.1080      0.0440       0.011       1.721       2.946       8.145       0.194      13.103     164.045       15.71      50425.    0.6427  
        0.16      0.0481      0.1149      0.1060      0.0444       0.011       1.734       2.892       8.207       0.196      12.862     159.811       15.71      50466.    0.6204  
        0.25      0.0722      0.1678      0.1038      0.0447       0.011       1.745       2.834       8.260       0.197      12.604     155.596       15.71      50510.    0.5979  
        0.33      0.0962      0.2177      0.1016      0.0449       0.011       1.754       2.772       8.303       0.198      12.328     151.407       15.72      50557.    0.5754  
        0.41      0.1203      0.2647      0.0991      0.0450       0.011       1.761       2.705       8.332       0.199      12.032     147.250       15.72      50607.    0.5528  
        0.49      0.1443      0.3087      0.0965      0.0451       0.011       1.764       2.634       8.346       0.199      11.715     143.130       15.72      50660.    0.5303  
        0.57      0.1684      0.3499      0.0937      0.0451       0.011       1.763       2.558       8.343       0.199      11.377     139.050       15.73      50717.    0.5077  
        0.66      0.1924      0.3883      0.0908      0.0450       0.011       1.758       2.477       8.321       0.199      11.017     135.010       15.74      50778.    0.4850  
        0.74      0.2165      0.4239      0.0876      0.0447       0.011       1.749       2.391       8.277       0.198      10.634     131.009       15.75      50842.    0.4624  
        0.82      0.2406      0.4567      0.0843      0.0444       0.011       1.735       2.300       8.210       0.196      10.229     127.044       15.75      50910.    0.4398  
        0.90      0.2646      0.4869      0.0808      0.0439       0.011       1.716       2.204       8.119       0.194       9.802     123.110       15.76      50981.    0.4172  
        0.98      0.2887      0.5142      0.0771      0.0433       0.011       1.691       2.103       8.002       0.191       9.353     119.195       15.77      51056.    0.3946  
        1.07      0.3127      0.5388      0.0732      0.0425       0.011       1.661       1.998       7.859       0.188       8.886     115.287       15.79      51135.    0.3720  
        1.15      0.3368      0.5605      0.0692      0.0416       0.010       1.625       1.888       7.691       0.184       8.400     111.365       15.80      51218.    0.3494  
        1.23      0.3608      0.5792      0.0651      0.0405       0.010       1.584       1.775       7.497       0.179       7.897     107.410       15.81      51305.    0.3267  
        1.31      0.3849      0.5948      0.0608      0.0393       0.010       1.537       1.659       7.276       0.174       7.378     103.396       15.83      51396.    0.3040  
        1.39      0.4089      0.6068      0.0564      0.0380       0.009       1.485       1.539       7.029       0.168       6.845      99.292       15.84      51490.    0.2812  
        1.48      0.4330      0.6152      0.0519      0.0365       0.009       1.428       1.416       6.757       0.161       6.299      95.060       15.86      51588.    0.2582  
        1.56      0.4570      0.6192      0.0473      0.0349       0.009       1.365       1.291       6.458       0.154       5.741      90.654       15.87      51691.    0.2351  
        1.64      0.4811      0.6185      0.0426      0.0332       0.008       1.296       1.163       6.135       0.146       5.175      86.015       15.89      51797.    0.2118  
        1.72      0.5052      0.6120      0.0379      0.0313       0.008       1.223       1.034       5.786       0.138       4.600      81.065       15.91      51908.    0.1882  
        1.80      0.5292      0.5988      0.0331      0.0293       0.007       1.144       0.904       5.414       0.129       4.019      75.703       15.93      52022.    0.1643  
        1.89      0.5533      0.5771      0.0283      0.0271       0.007       1.061       0.772       5.019       0.120       3.435      69.787       15.95      52141.    0.1400  
        1.97      0.5773      0.5446      0.0235      0.0249       0.006       0.973       0.641       4.603       0.110       2.849      63.122       15.97      52264.    0.1153  
        2.05      0.6014      0.4981      0.0187      0.0225       0.006       0.881       0.509       4.167       0.099       2.265      55.419       15.99      52390.    0.0903  
        2.13      0.6254      0.4322      0.0139      0.0201       0.005       0.785       0.379       3.714       0.089       1.684      46.238       16.02      52521.    0.0649  
        2.21      0.6495      0.3385      0.0091      0.0175       0.004       0.686       0.250       3.245       0.077       1.110      34.871       16.04      52656.    0.0398  
        2.30      0.6735      0.2023      0.0045      0.0149       0.004       0.584       0.122       2.764       0.066       0.545      20.095       16.06      52795.    0.0161  
        2.38      0.6976     -0.0054     -0.0001      0.0123       0.003       0.480      -0.003       2.270       0.054      -0.012      -0.518       16.09      52935.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        500                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.1099      0.0426       0.021       2.604       4.685      15.404       0.294      20.839     137.946       19.63      62984.    0.6816  
        0.10      0.0241      0.0605      0.1080      0.0430       0.021       2.628       4.606      15.544       0.297      20.488     134.409       19.64      63032.    0.6585  
        0.21      0.0482      0.1178      0.1060      0.0434       0.021       2.649       4.521      15.669       0.299      20.112     130.882       19.64      63083.    0.6353  
        0.31      0.0723      0.1720      0.1039      0.0437       0.021       2.667       4.431      15.777       0.301      19.708     127.376       19.64      63138.    0.6121  
        0.41      0.0964      0.2230      0.1016      0.0439       0.021       2.682       4.334      15.864       0.303      19.275     123.899       19.64      63196.    0.5888  
        0.51      0.1204      0.2710      0.0992      0.0441       0.021       2.692       4.229      15.926       0.304      18.812     120.455       19.65      63259.    0.5655  
        0.62      0.1445      0.3161      0.0966      0.0442       0.021       2.698       4.118      15.958       0.305      18.317     117.049       19.66      63326.    0.5422  
        0.72      0.1686      0.3581      0.0938      0.0442       0.021       2.697       3.999      15.956       0.305      17.789     113.684       19.66      63397.    0.5190  
        0.82      0.1927      0.3973      0.0908      0.0441       0.021       2.691       3.873      15.916       0.304      17.225     110.359       19.67      63473.    0.4958  
        0.92      0.2168      0.4337      0.0877      0.0438       0.021       2.677       3.738      15.833       0.302      16.626     107.076       19.68      63553.    0.4726  
        1.03      0.2409      0.4673      0.0843      0.0435       0.021       2.655       3.595      15.705       0.300      15.991     103.831       19.69      63638.    0.4494  
        1.13      0.2650      0.4981      0.0808      0.0430       0.021       2.625       3.445      15.528       0.297      15.323     100.621       19.70      63728.    0.4263  
        1.23      0.2891      0.5262      0.0771      0.0424       0.021       2.587       3.287      15.302       0.292      14.621      97.436       19.72      63822.    0.4033  
        1.33      0.3132      0.5515      0.0732      0.0416       0.020       2.540       3.123      15.024       0.287      13.889      94.267       19.73      63921.    0.3803  
        1.44      0.3372      0.5739      0.0692      0.0407       0.020       2.484       2.952      14.695       0.281      13.128      91.097       19.75      64025.    0.3573  
        1.54      0.3613      0.5934      0.0651      0.0396       0.019       2.420       2.775      14.315       0.273      12.341      87.912       19.76      64134.    0.3343  
        1.64      0.3854      0.6098      0.0608      0.0384       0.019       2.347       2.592      13.882       0.265      11.529      84.690       19.78      64247.    0.3113  
        1.75      0.4095      0.6228      0.0564      0.0371       0.018       2.265       2.405      13.397       0.256      10.695      81.406       19.80      64365.    0.2882  
        1.85      0.4336      0.6321      0.0519      0.0356       0.017       2.174       2.213      12.861       0.246       9.841      78.031       19.82      64489.    0.2650  
        1.95      0.4577      0.6373      0.0473      0.0340       0.016       2.075       2.017      12.273       0.234       8.970      74.528       19.84      64617.    0.2416  
        2.05      0.4818      0.6377      0.0426      0.0322       0.016       1.967       1.817      11.634       0.222       8.083      70.848       19.86      64751.    0.2180  
        2.16      0.5059      0.6325      0.0379      0.0303       0.015       1.851       1.615      10.947       0.209       7.185      66.929       19.89      64889.    0.1942  
        2.26      0.5300      0.6206      0.0331      0.0283       0.014       1.726       1.411      10.212       0.195       6.278      62.685       19.91      65032.    0.1700  
        2.36      0.5541      0.6004      0.0283      0.0261       0.013       1.594       1.206       9.431       0.180       5.365      58.001       19.94      65181.    0.1454  
        2.46      0.5781      0.5693      0.0235      0.0238       0.012       1.455       1.000       8.608       0.164       4.450      52.709       19.96      65335.    0.1203  
        2.57      0.6022      0.5238      0.0187      0.0214       0.010       1.309       0.795       7.746       0.148       3.537      46.559       19.99      65494.    0.0948  
        2.67      0.6263      0.4582      0.0139      0.0190       0.009       1.158       0.591       6.849       0.131       2.630      39.161       20.02      65658.    0.0687  
        2.77      0.6504      0.3629      0.0091      0.0164       0.008       1.001       0.390       5.921       0.113       1.734      29.866       20.05      65827.    0.0426  
        2.87      0.6745      0.2206      0.0045      0.0138       0.007       0.840       0.192       4.968       0.095       0.853      17.504       20.08      66001.    0.0175  
        2.98      0.6986     -0.0051     -0.0001      0.0110       0.005       0.674      -0.003       3.989       0.076      -0.015      -0.388       20.11      66175.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        600                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.1099      0.0419       0.035       3.683       6.750      26.147       0.416      30.023     117.084       23.56      75581.    0.6944  
        0.12      0.0241      0.0616      0.1081      0.0423       0.035       3.718       6.636      26.394       0.420      29.518     114.041       23.56      75638.    0.6706  
        0.25      0.0482      0.1200      0.1061      0.0426       0.036       3.749       6.514      26.616       0.424      28.975     111.011       23.56      75699.    0.6468  
        0.37      0.0723      0.1751      0.1040      0.0429       0.036       3.777       6.384      26.809       0.427      28.394     108.003       23.57      75765.    0.6229  
        0.49      0.0964      0.2271      0.1017      0.0432       0.036       3.798       6.244      26.964       0.429      27.771     105.023       23.57      75836.    0.5991  
        0.62      0.1206      0.2759      0.0992      0.0434       0.036       3.814       6.094      27.076       0.431      27.104     102.077       23.58      75911.    0.5752  
        0.74      0.1447      0.3216      0.0966      0.0435       0.036       3.823       5.933      27.137       0.432      26.391      99.168       23.59      75992.    0.5514  
        0.86      0.1688      0.3644      0.0938      0.0435       0.036       3.823       5.762      27.139       0.432      25.629      96.298       23.60      76077.    0.5277  
        0.99      0.1929      0.4042      0.0909      0.0434       0.036       3.814       5.579      27.074       0.431      24.816      93.469       23.61      76169.    0.5040  
        1.11      0.2170      0.4411      0.0877      0.0431       0.036       3.794       5.385      26.936       0.429      23.953      90.680       23.62      76265.    0.4804  
        1.23      0.2411      0.4753      0.0844      0.0428       0.036       3.764       5.179      26.717       0.425      23.038      87.929       23.63      76367.    0.4568  
        1.36      0.2652      0.5067      0.0808      0.0423       0.035       3.721       4.963      26.414       0.420      22.074      85.214       23.65      76475.    0.4333  
        1.48      0.2893      0.5353      0.0771      0.0417       0.035       3.666       4.735      26.025       0.414      21.062      82.528       23.66      76588.    0.4100  
        1.60      0.3135      0.5612      0.0733      0.0409       0.034       3.599       4.498      25.547       0.407      20.007      79.860       23.68      76707.    0.3866  
        1.73      0.3376      0.5842      0.0692      0.0400       0.033       3.519       4.251      24.978       0.398      18.911      77.200       23.70      76832.    0.3634  
        1.85      0.3617      0.6043      0.0651      0.0390       0.033       3.426       3.996      24.319       0.387      17.776      74.534       23.72      76962.    0.3401  
        1.97      0.3858      0.6214      0.0608      0.0378       0.032       3.320       3.733      23.569       0.375      16.606      71.844       23.74      77099.    0.3169  
        2.10      0.4099      0.6351      0.0564      0.0364       0.030       3.202       3.463      22.728       0.362      15.404      69.110       23.76      77241.    0.2936  
        2.22      0.4340      0.6452      0.0519      0.0349       0.029       3.070       3.186      21.796       0.347      14.173      66.308       23.79      77389.    0.2702  
        2.34      0.4581      0.6512      0.0473      0.0333       0.028       2.926       2.904      20.774       0.331      12.917      63.407       23.81      77543.    0.2467  
        2.47      0.4822      0.6526      0.0426      0.0315       0.026       2.770       2.617      19.663       0.313      11.641      60.366       23.84      77704.    0.2229  
        2.59      0.5064      0.6485      0.0379      0.0296       0.025       2.601       2.326      18.466       0.294      10.346      57.133       23.87      77870.    0.1989  
        2.71      0.5305      0.6378      0.0331      0.0275       0.023       2.421       2.032      17.186       0.274       9.040      53.637       23.90      78043.    0.1746  
        2.84      0.5546      0.6188      0.0283      0.0254       0.021       2.229       1.737      15.826       0.252       7.725      49.776       23.93      78221.    0.1497  
